company_id,roe,opm_percentage,net_profit,eps,profit_before_tax,valuation_score,valuation_rating
DRREDDY,0.0,24.0,1963,23.0,2646,596.1,Strong
DRREDDY,0.0,23.0,2336,27.0,2900,707.6999999999999,Strong
DRREDDY,0.0,23.0,2131,25.0,2859,646.1999999999999,Strong
DRREDDY,0.0,17.0,1292,16.0,1554,392.7,Strong
DRREDDY,0.0,16.0,947,11.0,1350,288.9,Strong
DRREDDY,0.0,21.0,1950,23.0,2336,591.3,Strong
DRREDDY,0.0,14.0,2026,24.0,1886,612.0,Strong
DRREDDY,0.0,20.0,1952,23.0,2884,591.6,Strong
DRREDDY,0.0,17.0,2182,26.0,3061,659.7,Strong
DRREDDY,0.0,26.0,4507,54.0,6048,1359.8999999999999,Strong
DRREDDY,0.0,28.0,5578,67.0,7201,1681.8,Strong
DRREDDY,0.0,27.0,5448,64.0,7280,1642.4999999999998,Strong
EICHERMOT,0.0,9.0,475,12.0,600,145.2,Strong
EICHERMOT,0.0,11.0,525,15.0,671,160.8,Strong
EICHERMOT,0.0,13.0,702,23.0,993,214.5,Strong
EICHERMOT,0.0,27.0,1338,49.0,1877,409.5,Strong
EICHERMOT,0.0,31.0,1667,61.0,2433,509.4,Strong
EICHERMOT,0.0,31.0,1960,72.0,3116,597.3,Strong
EICHERMOT,0.0,30.0,2203,81.0,3297,669.9,Strong
EICHERMOT,0.0,24.0,1827,67.0,2355,555.3000000000001,Strong
EICHERMOT,0.0,20.0,1347,49.0,2203,410.09999999999997,Strong
EICHERMOT,0.0,21.0,1677,61.0,2203,509.4,Strong
EICHERMOT,0.0,24.0,2914,107.0,3800,881.4,Strong
EICHERMOT,0.0,26.0,4001,146.0,5202,1208.1,Strong
EICHERMOT,0.0,26.0,4268,156.0,5486,1288.1999999999998,Strong
GAIL,0.0,15.0,4367,6.0,6558,1314.6,Strong
GAIL,0.0,13.0,4786,7.0,6922,1439.7,Strong
GAIL,0.0,9.0,3160,5.0,4492,950.7,Strong
GAIL,0.0,9.0,1874,3.0,2949,564.9,Strong
GAIL,0.0,12.0,3374,5.0,5183,1015.8,Strong
GAIL,0.0,14.0,4805,7.0,6928,1445.7,Strong
GAIL,0.0,13.0,6553,10.0,9831,1969.8,Strong
GAIL,0.0,12.0,9515,14.0,10429,2858.1,Strong
GAIL,0.0,13.0,6143,9.0,7725,1846.8,Strong
GAIL,0.0,16.0,12304,18.0,15464,3696.0,Strong
GAIL,0.0,5.0,5596,9.0,7256,1680.3,Strong
GAIL,0.0,11.0,9903,15.0,12595,2974.2000000000003,Strong
GAIL,0.0,12.0,11541,18.0,14758,3465.8999999999996,Strong
GODREJCP,0.0,16.0,845,8.0,1025,258.3,Strong
GODREJCP,0.0,15.0,819,7.0,1030,250.2,Strong
GODREJCP,0.0,17.0,976,9.0,1249,297.90000000000003,Strong
GODREJCP,0.0,20.0,831,8.0,1167,255.29999999999998,Strong
GODREJCP,0.0,21.0,1308,13.0,1687,398.7,Strong
GODREJCP,0.0,21.0,1634,16.0,2039,496.5,Strong
GODREJCP,0.0,21.0,2342,23.0,2085,708.9,Strong
GODREJCP,0.0,22.0,1497,15.0,1760,455.7,Strong
GODREJCP,0.0,22.0,1721,17.0,2080,522.9,Strong
GODREJCP,0.0,20.0,1783,17.0,2155,540.9,Strong
GODREJCP,0.0,18.0,1702,17.0,2133,516.0,Strong
GODREJCP,0.0,21.0,-561,-5.0,198,-161.99999999999997,Weak
GODREJCP,0.0,21.0,-453,-4.0,348,-129.6,Weak
GRASIM,0.0,21.0,3778,57.0,5171,1139.6999999999998,Strong
GRASIM,0.0,17.0,2954,44.0,3586,891.3,Strong
GRASIM,0.0,16.0,2582,37.0,3443,779.4,Strong
GRASIM,0.0,17.0,3455,51.0,4679,1041.6,Strong
GRASIM,0.0,20.0,4246,66.0,5952,1279.8,Strong
GRASIM,0.0,21.0,3688,39.0,5635,1112.6999999999998,Strong
GRASIM,0.0,22.0,2745,25.0,5163,830.1,Strong
GRASIM,0.0,15.0,6639,65.0,6554,1996.1999999999998,Strong
GRASIM,0.0,24.0,6987,63.0,10009,2103.2999999999997,Strong
GRASIM,0.0,21.0,11206,111.0,13143,3368.1,Strong
GRASIM,0.0,18.0,11078,100.0,14727,3328.8,Strong
GRASIM,0.0,21.0,9926,85.0,13700,2984.1,Strong
GRASIM,0.0,20.0,8693,67.0,12344,2613.9,Strong
HAL,0.0,5.0,2997,124.0,3497,900.6,Strong
HAL,0.0,10.0,2693,28.0,3578,810.9,Strong
HAL,0.0,15.0,2388,25.0,3173,720.9,Strong
HAL,0.0,15.0,1998,28.0,3207,603.9,Strong
HAL,0.0,18.0,2616,36.0,3583,790.1999999999999,Strong
HAL,0.0,19.0,1987,30.0,3240,601.8000000000001,Strong
HAL,0.0,23.0,2346,35.0,3742,710.6999999999999,Strong
HAL,0.0,23.0,2842,42.0,3938,859.5,Strong
HAL,0.0,23.0,3239,48.0,4277,978.5999999999999,Strong
HAL,0.0,22.0,5086,76.0,5231,1532.3999999999999,Strong
HAL,0.0,25.0,5811,87.0,6493,1750.8,Strong
HAL,0.0,32.0,7595,114.0,10199,2288.1,Strong
HAL,0.0,32.0,8472,127.0,11045,2551.2,Strong
HAVELLS,0.0,9.0,581,9.0,664,176.99999999999997,Strong
HAVELLS,0.0,10.0,446,7.0,594,136.79999999999998,Strong
HAVELLS,0.0,9.0,385,6.0,569,118.2,Strong
HAVELLS,0.0,10.0,1300,21.0,1520,393.0,Strong
HAVELLS,0.0,13.0,494,8.0,723,152.1,Strong
HAVELLS,0.0,13.0,661,11.0,965,202.2,Strong
HAVELLS,0.0,12.0,788,13.0,1147,239.99999999999997,Strong
HAVELLS,0.0,11.0,735,12.0,904,223.8,Strong
HAVELLS,0.0,15.0,1044,17.0,1438,317.7,Strong
HAVELLS,0.0,13.0,1196,19.0,1607,362.7,Strong
HAVELLS,0.0,10.0,1072,17.0,1447,324.59999999999997,Strong
HAVELLS,0.0,10.0,1271,20.0,1707,384.3,Strong
HAVELLS,0.0,10.0,1400,22.0,1889,423.0,Strong
HCLTECH,0.0,22.0,4040,14.0,5270,1218.6,Strong
HCLTECH,0.0,25.0,6528,23.0,7917,1965.8999999999999,Strong
HCLTECH,0.0,23.0,7342,26.0,9117,2209.5,Strong
HCLTECH,0.0,21.0,5602,20.0,7041,1686.8999999999999,Strong
HCLTECH,0.0,22.0,8606,30.0,10542,2588.3999999999996,Strong
HCLTECH,0.0,22.0,8722,31.0,11024,2623.2,Strong
HCLTECH,0.0,23.0,10120,37.0,12622,3042.9,Strong
HCLTECH,0.0,24.0,11057,41.0,13980,3324.2999999999997,Strong
HCLTECH,0.0,27.0,11169,41.0,15853,3358.7999999999997,Strong
HCLTECH,0.0,24.0,13523,50.0,16951,4064.0999999999995,Strong
HCLTECH,0.0,22.0,14845,55.0,19488,4460.1,Strong
HCLTECH,0.0,22.0,15710,58.0,20967,4719.6,Strong
HCLTECH,0.0,22.0,17085,63.0,22795,5132.1,Strong
HDFCBANK,10.0,3534.0,6903,14.0,10004,3135.1000000000004,Strong
HDFCBANK,5.0,3534.0,6903,14.0,10004,3133.1000000000004,Strong
HDFCBANK,3.0,3534.0,6903,14.0,10004,3132.3,Strong
HDFCBANK,17.0,3534.0,6903,14.0,10004,3137.9,Strong
HDFCBANK,10.0,5602.0,8768,18.0,13211,4315.0,Strong
HDFCBANK,5.0,5602.0,8768,18.0,13211,4313.0,Strong
HDFCBANK,3.0,5602.0,8768,18.0,13211,4312.2,Strong
HDFCBANK,17.0,5602.0,8768,18.0,13211,4317.8,Strong
HDFCBANK,10.0,7214.0,10703,21.0,16079,5379.1,Strong
HDFCBANK,5.0,7214.0,10703,21.0,16079,5377.1,Strong
HDFCBANK,3.0,7214.0,10703,21.0,16079,5376.299999999999,Strong
HDFCBANK,17.0,7214.0,10703,21.0,16079,5381.9,Strong
HDFCBANK,10.0,9037.0,12821,25.0,19511,6561.4,Strong
HDFCBANK,5.0,9037.0,12821,25.0,19511,6559.4,Strong
HDFCBANK,3.0,9037.0,12821,25.0,19511,6558.599999999999,Strong
HDFCBANK,17.0,9037.0,12821,25.0,19511,6564.2,Strong
HDFCBANK,10.0,11374.0,15317,30.0,23393,8011.299999999999,Strong
HDFCBANK,5.0,11374.0,15317,30.0,23393,8009.299999999999,Strong
HDFCBANK,3.0,11374.0,15317,30.0,23393,8008.499999999999,Strong
HDFCBANK,17.0,11374.0,15317,30.0,23393,8014.099999999999,Strong
HDFCBANK,10.0,13374.0,18561,36.0,28464,9584.5,Strong
HDFCBANK,5.0,13374.0,18561,36.0,28464,9582.5,Strong
HDFCBANK,3.0,13374.0,18561,36.0,28464,9581.7,Strong
HDFCBANK,17.0,13374.0,18561,36.0,28464,9587.3,Strong
HDFCBANK,10.0,16592.0,22446,41.0,34318,11715.4,Strong
HDFCBANK,5.0,16592.0,22446,41.0,34318,11713.4,Strong
HDFCBANK,3.0,16592.0,22446,41.0,34318,11712.599999999999,Strong
HDFCBANK,17.0,16592.0,22446,41.0,34318,11718.2,Strong
HDFCBANK,10.0,14593.0,27296,50.0,38195,12570.699999999999,Strong
HDFCBANK,5.0,14593.0,27296,50.0,38195,12568.699999999999,Strong
HDFCBANK,3.0,14593.0,27296,50.0,38195,12567.899999999998,Strong
HDFCBANK,17.0,14593.0,27296,50.0,38195,12573.5,Strong
HDFCBANK,10.0,16848.0,31857,58.0,42796,14615.5,Strong
HDFCBANK,5.0,16848.0,31857,58.0,42796,14613.5,Strong
HDFCBANK,3.0,16848.0,31857,58.0,42796,14612.7,Strong
HDFCBANK,17.0,16848.0,31857,58.0,42796,14618.3,Strong
HDFCBANK,10.0,20795.0,38151,69.0,50873,17687.8,Strong
HDFCBANK,5.0,20795.0,38151,69.0,50873,17685.8,Strong
HDFCBANK,3.0,20795.0,38151,69.0,50873,17685.0,Strong
HDFCBANK,17.0,20795.0,38151,69.0,50873,17690.6,Strong
HDFCBANK,10.0,29932.0,46149,82.0,61498,22828.3,Strong
HDFCBANK,5.0,29932.0,46149,82.0,61498,22826.3,Strong
HDFCBANK,3.0,29932.0,46149,82.0,61498,22825.5,Strong
HDFCBANK,17.0,29932.0,46149,82.0,61498,22831.1,Strong
HDFCBANK,10.0,-44685.0,65446,84.0,76569,6232.299999999999,Strong
HDFCBANK,5.0,-44685.0,65446,84.0,76569,6230.299999999999,Strong
HDFCBANK,3.0,-44685.0,65446,84.0,76569,6229.5,Strong
HDFCBANK,17.0,-44685.0,65446,84.0,76569,6235.0999999999985,Strong
HDFCBANK,10.0,-57587.0,72168,91.0,88430,4378.299999999999,Strong
HDFCBANK,5.0,-57587.0,72168,91.0,88430,4376.299999999999,Strong
HDFCBANK,3.0,-57587.0,72168,91.0,88430,4375.5,Strong
HDFCBANK,17.0,-57587.0,72168,91.0,88430,4381.0999999999985,Strong
HDFCLIFE,0.0,525.0,447,2.0,502,291.6,Strong
HDFCLIFE,0.0,605.0,725,4.0,794,399.0,Strong
HDFCLIFE,0.0,874.0,786,4.0,924,498.0,Strong
HDFCLIFE,0.0,953.0,817,4.0,1008,531.0,Strong
HDFCLIFE,0.0,972.0,887,4.0,1061,557.6999999999999,Strong
HDFCLIFE,0.0,1074.0,1107,6.0,1300,654.3,Strong
HDFCLIFE,0.0,1215.0,1278,6.0,1291,747.9,Strong
HDFCLIFE,0.0,1141.0,1297,6.0,1463,731.4,Strong
HDFCLIFE,0.0,1235.0,1361,7.0,1629,778.8,Strong
HDFCLIFE,0.0,778.0,1327,6.0,1487,631.5,Strong
HDFCLIFE,0.0,80.0,1368,6.0,1441,434.4,Strong
HDFCLIFE,0.0,531.0,1574,7.0,977,631.5,Strong
HDFCLIFE,0.0,725.0,1747,8.0,1239,741.6,Strong
HEROMOTOCO,0.0,3553.0,2102,105.0,2864,1696.5,Strong
HEROMOTOCO,0.0,3520.0,2364,118.0,3292,1765.1999999999998,Strong
HEROMOTOCO,0.0,4424.0,3112,157.0,4387,2260.8,Strong
HEROMOTOCO,0.0,4585.0,3546,179.0,4885,2439.3,Strong
HEROMOTOCO,0.0,5334.0,3722,186.0,5292,2716.8,Strong
HEROMOTOCO,0.0,5025.0,3466,172.0,5104,2547.3,Strong
HEROMOTOCO,0.0,4070.0,3659,182.0,4611,2318.7,Strong
HEROMOTOCO,0.0,4058.0,2936,146.0,3849,2098.2,Strong
HEROMOTOCO,0.0,3256.0,2329,116.0,3058,1675.5,Strong
HEROMOTOCO,0.0,4099.0,2800,141.0,3864,2069.7,Strong
HEROMOTOCO,0.0,5235.0,3742,187.0,5090,2693.1,Strong
HEROMOTOCO,0.0,5561.0,4133,207.0,5620,2908.2,Strong
HINDALCO,0.0,7699.0,3007,16.0,3909,3211.7999999999997,Strong
HINDALCO,0.0,8024.0,2195,11.0,2653,3065.7,Strong
HINDALCO,0.0,8844.0,259,4.0,340,2730.8999999999996,Strong
HINDALCO,0.0,7778.0,-702,-1.0,-203,2122.8,Strong
HINDALCO,0.0,12317.0,1882,8.0,3315,4259.7,Strong
HINDALCO,0.0,13695.0,6083,27.0,8157,5933.4,Strong
HINDALCO,0.0,15511.0,5495,24.0,8083,6301.8,Strong
HINDALCO,0.0,14306.0,3767,17.0,5924,5421.9,Strong
HINDALCO,0.0,17559.0,3483,16.0,6206,6312.599999999999,Strong
HINDALCO,0.0,28347.0,13730,61.0,19103,12623.1,Strong
HINDALCO,0.0,22666.0,10097,45.0,13241,9828.9,Strong
HINDALCO,0.0,23872.0,10155,45.0,14012,10208.099999999999,Strong
HINDALCO,0.0,27931.0,12488,56.0,17955,12125.699999999999,Strong
HINDUNILVR,0.0,4220.0,3839,18.0,5066,2417.7,Strong
HINDUNILVR,0.0,4759.0,3956,18.0,5215,2614.5,Strong
HINDUNILVR,0.0,5412.0,4376,20.0,6320,2936.3999999999996,Strong
HINDUNILVR,0.0,5910.0,4151,19.0,6026,3018.3,Strong
HINDUNILVR,0.0,6328.0,4490,21.0,6467,3245.3999999999996,Strong
HINDUNILVR,0.0,7499.0,5227,24.0,7306,3817.7999999999997,Strong
HINDUNILVR,0.0,8880.0,6060,28.0,8604,4482.0,Strong
HINDUNILVR,0.0,9861.0,6756,31.0,9165,4985.099999999999,Strong
HINDUNILVR,0.0,11626.0,7999,34.0,10605,5887.5,Strong
HINDUNILVR,0.0,12857.0,8892,38.0,11879,6524.7,Strong
HINDUNILVR,0.0,14147.0,10143,43.0,13344,7287.0,Strong
HINDUNILVR,0.0,14659.0,10282,44.0,13926,7482.299999999999,Strong
HINDUNILVR,0.0,14759.0,10757,46.0,14472,7654.799999999999,Strong
ICICIBANK,0.0,-15085.0,10130,15.0,13610,-1486.5,Weak
ICICIBANK,0.0,-13084.0,11677,17.0,16282,-422.0999999999999,Weak
ICICIBANK,0.0,-16120.0,12942,19.0,18334,-953.4000000000001,Weak
ICICIBANK,0.0,-26955.0,10927,16.0,14304,-4808.4,Weak
ICICIBANK,0.0,-37737.0,11340,16.0,13809,-7919.1,Weak
ICICIBANK,0.0,-44906.0,9100,12.0,10978,-10741.8,Weak
ICICIBANK,0.0,-50971.0,5689,7.0,7408,-13584.599999999999,Weak
ICICIBANK,0.0,-45190.0,11225,15.0,18589,-10189.5,Weak
ICICIBANK,0.0,-44805.0,20364,27.0,26028,-7332.3,Weak
ICICIBANK,0.0,-26558.0,26538,36.0,34241,-6.0,Weak
ICICIBANK,0.0,-17341.0,35461,49.0,46256,5435.999999999999,Strong
ICICIBANK,0.0,-14152.0,46081,63.0,60434,9578.7,Strong
ICICIBANK,0.0,-31575.0,52416,70.0,70242,6252.299999999999,Strong
ICICIGI,0.0,-178.0,353,8.0,351,52.49999999999999,Moderate
ICICIGI,0.0,-225.0,520,12.0,533,88.5,Moderate
ICICIGI,0.0,-221.0,585,13.0,705,109.2,Strong
ICICIGI,0.0,764.0,507,11.0,708,381.29999999999995,Strong
ICICIGI,0.0,919.0,702,16.0,910,486.29999999999995,Strong
ICICIGI,0.0,-262.0,862,19.0,1196,179.99999999999997,Strong
ICICIGI,0.0,1669.0,1049,23.0,1598,815.4,Strong
ICICIGI,0.0,1772.0,1194,26.0,1697,889.8,Strong
ICICIGI,0.0,2072.0,1473,32.0,1954,1063.5,Strong
ICICIGI,0.0,1016.0,1271,26.0,1684,686.1,Strong
ICICIGI,0.0,1264.0,1729,35.0,2113,897.8999999999999,Strong
ICICIGI,0.0,2577.0,1919,39.0,2555,1348.8,Strong
ICICIGI,0.0,3363.0,2518,51.0,3351,1764.3,Strong
ICICIPRULI,0.0,745.0,1515,11.0,1591,678.0,Strong
ICICIPRULI,0.0,1504.0,1561,11.0,1572,919.5,Strong
ICICIPRULI,0.0,1655.0,1640,11.0,1642,988.5,Strong
ICICIPRULI,0.0,1842.0,1650,12.0,1842,1047.6,Strong
ICICIPRULI,0.0,1806.0,1682,12.0,1863,1046.3999999999999,Strong
ICICIPRULI,0.0,1771.0,1619,11.0,1839,1017.0,Strong
ICICIPRULI,0.0,541.0,1139,8.0,1274,504.0,Strong
ICICIPRULI,0.0,-319.0,1067,7.0,1198,224.39999999999998,Strong
ICICIPRULI,0.0,-390.0,956,7.0,1219,169.8,Strong
ICICIPRULI,0.0,-2163.0,759,5.0,961,-421.2,Weak
ICICIPRULI,0.0,-1757.0,813,6.0,1085,-283.20000000000005,Weak
ICICIPRULI,0.0,-1829.0,851,6.0,1028,-293.4,Weak
ICICIPRULI,0.0,321.0,974,7.0,1254,388.5,Strong
INDUSINDBK,0.0,286.0,1061,20.0,1576,404.1,Strong
INDUSINDBK,0.0,335.0,1408,27.0,2128,522.9,Strong
INDUSINDBK,0.0,288.0,1794,34.0,2709,624.5999999999999,Strong
INDUSINDBK,0.0,329.0,2286,38.0,3469,784.5,Strong
INDUSINDBK,0.0,379.0,2868,48.0,4360,974.1,Strong
INDUSINDBK,0.0,942.0,3606,60.0,5481,1364.3999999999999,Strong
INDUSINDBK,0.0,-437.0,3301,55.0,4981,859.1999999999999,Strong
INDUSINDBK,0.0,-553.0,4418,64.0,6121,1159.4999999999998,Strong
INDUSINDBK,0.0,-2469.0,2836,37.0,3784,110.10000000000002,Strong
INDUSINDBK,0.0,-839.0,4611,60.0,6174,1131.6,Strong
INDUSINDBK,0.0,2067.0,7390,95.0,9860,2837.1,Strong
INDUSINDBK,0.0,2978.0,8950,115.0,11942,3578.4,Strong
INDUSINDBK,0.0,1323.0,8122,104.0,10844,2833.5,Strong
INFY,10.0,29.0,9429,21.0,12799,2841.3999999999996,Strong
INFY,5.0,29.0,9429,21.0,12799,2839.3999999999996,Strong
INFY,3.0,29.0,9429,21.0,12799,2838.6,Strong
INFY,32.0,29.0,9429,21.0,12799,2850.2,Strong
INFY,10.0,27.0,10656,23.0,14728,3208.8999999999996,Strong
INFY,5.0,27.0,10656,23.0,14728,3206.8999999999996,Strong
INFY,3.0,27.0,10656,23.0,14728,3206.1,Strong
INFY,32.0,27.0,10656,23.0,14728,3217.7,Strong
INFY,10.0,28.0,12372,27.0,17284,3724.0,Strong
INFY,5.0,28.0,12372,27.0,17284,3722.0,Strong
INFY,3.0,28.0,12372,27.0,17284,3721.2,Strong
INFY,32.0,28.0,12372,27.0,17284,3732.7999999999997,Strong
INFY,10.0,27.0,13489,29.0,18740,4058.7999999999997,Strong
INFY,5.0,27.0,13489,29.0,18740,4056.7999999999997,Strong
INFY,3.0,27.0,13489,29.0,18740,4056.0,Strong
INFY,32.0,27.0,13489,29.0,18740,4067.6,Strong
INFY,10.0,27.0,14353,31.0,19951,4318.0,Strong
INFY,5.0,27.0,14353,31.0,19951,4316.0,Strong
INFY,3.0,27.0,14353,31.0,19951,4315.2,Strong
INFY,32.0,27.0,14353,31.0,19951,4326.799999999999,Strong
INFY,10.0,27.0,16029,37.0,20270,4820.8,Strong
INFY,5.0,27.0,16029,37.0,20270,4818.8,Strong
INFY,3.0,27.0,16029,37.0,20270,4818.0,Strong
INFY,32.0,27.0,16029,37.0,20270,4829.599999999999,Strong
INFY,10.0,24.0,15410,35.0,21041,4634.2,Strong
INFY,5.0,24.0,15410,35.0,21041,4632.2,Strong
INFY,3.0,24.0,15410,35.0,21041,4631.4,Strong
INFY,32.0,24.0,15410,35.0,21041,4643.0,Strong
INFY,10.0,25.0,16639,39.0,22007,5003.2,Strong
INFY,5.0,25.0,16639,39.0,22007,5001.2,Strong
INFY,3.0,25.0,16639,39.0,22007,5000.4,Strong
INFY,32.0,25.0,16639,39.0,22007,5012.0,Strong
INFY,10.0,28.0,19423,45.0,26628,5839.299999999999,Strong
INFY,5.0,28.0,19423,45.0,26628,5837.299999999999,Strong
INFY,3.0,28.0,19423,45.0,26628,5836.5,Strong
INFY,32.0,28.0,19423,45.0,26628,5848.099999999999,Strong
INFY,10.0,26.0,22146,53.0,30110,6655.6,Strong
INFY,5.0,26.0,22146,53.0,30110,6653.6,Strong
INFY,3.0,26.0,22146,53.0,30110,6652.8,Strong
INFY,32.0,26.0,22146,53.0,30110,6664.400000000001,Strong
INFY,10.0,24.0,24108,58.0,33322,7243.599999999999,Strong
INFY,5.0,24.0,24108,58.0,33322,7241.599999999999,Strong
INFY,3.0,24.0,24108,58.0,33322,7240.799999999999,Strong
INFY,32.0,24.0,24108,58.0,33322,7252.4,Strong
INFY,10.0,24.0,26248,63.0,35988,7885.599999999999,Strong
INFY,5.0,24.0,26248,63.0,35988,7883.599999999999,Strong
INFY,3.0,24.0,26248,63.0,35988,7882.799999999999,Strong
INFY,32.0,24.0,26248,63.0,35988,7894.4,Strong
INFY,10.0,24.0,27687,67.0,38184,8317.300000000001,Strong
INFY,5.0,24.0,27687,67.0,38184,8315.300000000001,Strong
INFY,3.0,24.0,27687,67.0,38184,8314.5,Strong
INFY,32.0,24.0,27687,67.0,38184,8326.1,Strong
IOC,0.0,3.0,3627,3.0,4504,1089.0,Strong
IOC,0.0,4.0,6967,5.0,9978,2091.2999999999997,Strong
IOC,0.0,2.0,4872,3.0,7014,1462.1999999999998,Strong
IOC,0.0,6.0,12413,8.0,18072,3725.7,Strong
IOC,0.0,10.0,20385,14.0,27956,6118.5,Strong
IOC,0.0,10.0,22626,15.0,34450,6790.8,Strong
IOC,0.0,7.0,17274,12.0,25927,5184.3,Strong
IOC,0.0,3.0,-1876,-1.0,-7177,-561.9,Weak
IOC,0.0,11.0,21762,15.0,30751,6531.9,Strong
IOC,0.0,8.0,25727,18.0,34289,7720.499999999999,Strong
IOC,0.0,4.0,11704,7.0,15038,3512.3999999999996,Strong
IOC,0.0,10.0,43161,30.0,57288,12951.3,Strong
IOC,0.0,4.0,10909,8.0,14438,3273.8999999999996,Strong
IRCTC,0.0,14.0,131,13.0,214,43.5,Weak
IRCTC,0.0,14.0,189,19.0,309,60.9,Moderate
IRCTC,0.0,21.0,229,11.0,355,75.0,Moderate
IRCTC,0.0,19.0,221,11.0,346,72.0,Moderate
IRCTC,0.0,20.0,309,4.0,479,98.7,Moderate
IRCTC,0.0,31.0,513,6.0,730,163.20000000000002,Strong
IRCTC,0.0,24.0,187,2.0,258,63.3,Moderate
IRCTC,0.0,47.0,660,8.0,885,212.1,Strong
IRCTC,0.0,36.0,1006,13.0,1354,312.6,Strong
IRCTC,0.0,34.0,1111,14.0,1496,343.5,Strong
IRCTC,0.0,34.0,1200,15.0,1617,370.2,Strong
IRFC,0.0,100.0,522,222.0,1454,186.6,Strong
IRFC,0.0,100.0,701,209.0,1572,240.29999999999998,Strong
IRFC,0.0,100.0,758,212.0,1914,257.4,Strong
IRFC,0.0,99.0,849,188.0,1950,284.4,Strong
IRFC,0.0,100.0,934,143.0,2133,310.2,Strong
IRFC,0.0,100.0,2055,3.0,2592,646.5,Strong
IRFC,0.0,100.0,2255,2.0,2902,706.5,Strong
IRFC,0.0,100.0,3192,3.0,3192,987.5999999999999,Strong
IRFC,0.0,99.0,4416,3.0,4416,1354.5,Strong
IRFC,0.0,99.0,6090,5.0,6090,1856.7,Strong
IRFC,0.0,99.0,6167,5.0,6167,1879.8,Strong
IRFC,0.0,100.0,6412,5.0,6412,1953.6,Strong
IRFC,0.0,99.0,6537,5.0,6537,1990.8,Strong
ITC,0.0,35.0,7704,6.0,11106,2321.7,Strong
ITC,0.0,37.0,9001,7.0,13052,2711.3999999999996,Strong
ITC,0.0,37.0,9779,8.0,14362,2944.7999999999997,Strong
ITC,0.0,37.0,9501,8.0,14859,2861.3999999999996,Strong
ITC,0.0,36.0,10477,8.0,16026,3153.9,Strong
ITC,0.0,38.0,11493,9.0,17409,3459.3,Strong
ITC,0.0,38.0,12836,10.0,19150,3862.2,Strong
ITC,0.0,39.0,15593,12.0,20035,4689.599999999999,Strong
ITC,0.0,35.0,13383,11.0,17938,4025.3999999999996,Strong
ITC,0.0,34.0,15503,12.0,20740,4661.099999999999,Strong
ITC,0.0,36.0,19477,15.0,25915,5853.9,Strong
ITC,0.0,37.0,20751,16.0,27140,6236.400000000001,Strong
ITC,0.0,35.0,20829,16.0,27302,6259.2,Strong
JINDALSTEL,0.0,31.0,2952,31.0,3833,894.9,Strong
JINDALSTEL,0.0,30.0,1896,21.0,2512,577.8,Strong
JINDALSTEL,0.0,28.0,-1452,-14.0,-1543,-427.2,Weak
JINDALSTEL,0.0,18.0,-3087,-32.0,-3964,-920.6999999999999,Weak
JINDALSTEL,0.0,22.0,-2538,-25.0,-3043,-754.8,Weak
JINDALSTEL,0.0,19.0,-1616,-15.0,-1864,-479.09999999999997,Weak
JINDALSTEL,0.0,18.0,-2412,-17.0,-2802,-718.2,Weak
JINDALSTEL,0.0,18.0,-400,-1.0,-291,-114.6,Weak
JINDALSTEL,0.0,32.0,4267,36.0,6078,1289.6999999999998,Strong
JINDALSTEL,0.0,30.0,6766,56.0,9690,2038.8,Strong
JINDALSTEL,0.0,19.0,3974,31.0,5266,1197.9,Strong
JINDALSTEL,0.0,20.0,5943,58.0,6241,1788.8999999999999,Strong
JINDALSTEL,0.0,21.0,5060,50.0,6163,1524.3,Strong
JIOFIN,0.0,88.0,31,0.0,49,35.699999999999996,Weak
JIOFIN,0.0,84.0,1605,3.0,1956,506.7,Strong
JIOFIN,0.0,78.0,1607,3.0,1944,505.49999999999994,Strong
JSWENERGY,0.0,32.0,901,6.0,1186,279.90000000000003,Strong
JSWENERGY,0.0,38.0,760,5.0,1060,239.4,Strong
JSWENERGY,0.0,39.0,1358,8.0,1892,419.09999999999997,Strong
JSWENERGY,0.0,41.0,1460,9.0,2017,450.3,Strong
JSWENERGY,0.0,40.0,623,4.0,892,198.9,Strong
JSWENERGY,0.0,34.0,85,0.0,338,35.7,Weak
JSWENERGY,0.0,31.0,684,4.0,897,214.5,Strong
JSWENERGY,0.0,36.0,1081,7.0,544,335.1,Strong
JSWENERGY,0.0,42.0,823,5.0,1099,259.5,Strong
JSWENERGY,0.0,44.0,1743,11.0,2238,536.1,Strong
JSWENERGY,0.0,32.0,1480,9.0,1943,453.6,Strong
JSWENERGY,0.0,47.0,1725,10.0,2167,531.6,Strong
JSWENERGY,0.0,47.0,1988,11.0,2352,610.5,Strong
JSWSTEEL,0.0,17.0,929,4.0,1999,283.8,Strong
JSWSTEEL,0.0,18.0,402,2.0,1308,126.0,Strong
JSWSTEEL,0.0,18.0,1722,7.0,2539,522.0,Strong
JSWSTEEL,0.0,15.0,-481,-1.0,-2468,-139.79999999999998,Weak
JSWSTEEL,0.0,22.0,3467,15.0,5128,1046.6999999999998,Strong
JSWSTEEL,0.0,21.0,6113,26.0,7651,1840.1999999999998,Strong
JSWSTEEL,0.0,22.0,7524,32.0,11168,2263.7999999999997,Strong
JSWSTEEL,0.0,16.0,3919,17.0,3013,1180.5,Strong
JSWSTEEL,0.0,25.0,7873,33.0,12015,2369.4,Strong
JSWSTEEL,0.0,27.0,20938,85.0,29745,6289.5,Strong
