id_x,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,id_y,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,free_cash_flow,fcf_conversion_rate,capex_intensity,cfo_pat_ratio,cfo_pat_avg_5yr,cfo_quality,cfo_sign,cfi_sign,cff_sign,pattern,capital_allocation
620,ICICIGI,Mar 2024,2407.0,-1921.0,-355.0,131,656,20487,0,17910.0,2577,13,112,134,2555,25,1919,39,28,486.0,2.7135678391959797,9.37667789329819,1.2542991141219386,1.458965013017095,High Quality,+,-,-,+--,Reinvestor
621,ICICIPRULI,Mar 2013,-2641.0,1564.0,-514.0,-1591,658,20025,14,19280.0,745,4,900,41,1591,5,1515,11,32,-1077.0,-5.586099585062241,7.810237203495631,-1.7432343234323433,-1.7432343234323433,Accrual Risk,-,+,-,-+-,Mixed
622,ICICIPRULI,Mar 2014,-2382.0,6012.0,-1091.0,2539,659,21888,15,20384.0,1504,7,129,47,1572,1,1561,11,70,3630.0,17.808084772370485,27.467105263157894,-1.5259449071108264,-1.6345896152715849,Accrual Risk,-,+,-,-+-,Mixed
623,ICICIPRULI,Mar 2015,523.0,-1822.0,-966.0,-2264,660,34453,17,32798.0,1655,5,43,40,1642,0,1640,11,51,-1299.0,-3.9606073541069575,5.288363858009462,0.31890243902439025,-0.9834255971729265,Accrual Risk,+,-,-,+--,Reinvestor
624,ICICIPRULI,Mar 2016,3634.0,27.0,-1442.0,2219,661,20849,0,19008.0,1842,9,0,0,1842,10,1650,12,73,3661.0,19.26031144781145,0.12950261403424623,2.2024242424242426,-0.18696313727363423,Accrual Risk,+,+,-,++-,Liquidating Assets
625,ICICIPRULI,Mar 2017,4130.0,-696.0,-994.0,2439,662,37816,15,36010.0,1806,5,130,58,1863,10,1682,12,63,3434.0,9.536239933351846,1.8404907975460123,2.455410225921522,0.341511535365397,Accrual Risk,+,-,-,+--,Reinvestor
626,ICICIPRULI,Mar 2018,5690.0,-5389.0,-1188.0,-887,663,38832,20,37062.0,1771,5,132,44,1839,12,1619,11,59,301.0,0.8121526091414387,13.877729707457767,3.5145151327980235,1.3930614266114705,High Quality,+,-,-,+--,Reinvestor
627,ICICIPRULI,Mar 2019,11377.0,-7559.0,-843.0,2975,664,41463,23,40922.0,541,1,813,57,1274,11,1139,8,40,3818.0,9.329944772982747,18.230711718881896,9.988586479367866,3.695967703907209,High Quality,+,-,-,+--,Reinvestor
628,ICICIPRULI,Mar 2020,8596.0,-10797.0,-405.0,-2606,665,21025,0,21344.0,-319,-2,1578,61,1198,11,1067,7,11,-2201.0,-10.31203148425787,51.353151010701545,8.056232427366448,5.24343370157562,High Quality,+,-,-,+--,Reinvestor
629,ICICIPRULI,Mar 2021,7314.0,-5084.0,1205.0,3434,666,83182,0,83572.0,-390,0,1669,60,1219,22,956,7,30,2230.0,2.668357823194371,6.111899208963478,7.650627615062762,6.333074376103324,High Quality,+,-,+,+-+,Mixed
630,ICICIPRULI,Mar 2022,1831.0,-816.0,-319.0,696,667,63564,0,65728.0,-2163,-3,3191,67,961,21,759,5,10,1015.0,1.5442429406037002,1.283745516329998,2.412384716732543,6.324469274265529,High Quality,+,-,-,+--,Reinvestor
631,ICICIPRULI,Mar 2023,89.0,-1145.0,-112.0,-1168,668,50478,0,52235.0,-1757,-3,2925,84,1085,25,813,6,11,-1056.0,-2.0216330046903415,2.2683149094655097,0.10947109471094711,5.643460466648113,High Quality,+,-,-,+--,Reinvestor
632,ICICIPRULI,Mar 2024,-7315.0,7420.0,-88.0,17,669,90307,0,92136.0,-1829,-2,2970,113,1028,17,851,6,10,105.0,0.11396196926282887,8.216417331989769,-8.595769682726205,1.9265892342292994,High Quality,-,+,-,-+-,Mixed
633,INDIGO,Mar 2013,1741.0,-1890.0,36.0,-113,1362,9203,73,8348.0,855,9,296,86,993,21,787,25647,70,-149.0,-1.7848586487781506,20.5367814842986,2.2121982210927573,2.2121982210927573,High Quality,+,-,+,+-+,Mixed
634,INDIGO,Mar 2014,1595.0,-2914.0,1285.0,-34,1363,11117,123,10684.0,433,4,391,226,475,0,474,15454,80,-1319.0,-12.34556345937851,26.21210758298102,3.3649789029535864,2.788588562023172,High Quality,+,-,+,+-+,Mixed
635,INDIGO,Mar 2015,2384.0,-940.0,-1308.0,136,1364,13925,150,12022.0,1904,14,395,302,1847,29,1304,42481,83,1444.0,12.01131259357844,6.7504488330341115,1.8282208588957056,2.4684659943140166,High Quality,+,-,-,+--,Reinvestor
636,INDIGO,Mar 2016,3116.0,-1337.0,-1220.0,559,1365,16140,350,12976.0,3164,20,515,505,2824,30,1986,55,27,1779.0,13.709926017262639,8.28376703841388,1.5689828801611279,2.243595215775794,High Quality,+,-,-,+--,Reinvestor
637,INDIGO,Mar 2017,3782.0,-3033.0,-1401.0,-652,1366,18580,406,16362.0,2219,12,789,457,2144,23,1659,46,74,749.0,4.577679990221244,16.32400430570506,2.2796865581675707,2.2508134842541496,High Quality,+,-,-,+--,Reinvestor
638,INDIGO,Mar 2018,3903.0,-4152.0,766.0,518,1367,23021,413,19991.0,3030,13,947,437,3127,28,2242,58,10,-249.0,-1.2455605022260017,18.03570652882151,1.7408563782337199,2.1565451156823423,High Quality,+,-,+,+-+,Mixed
639,INDIGO,Mar 2019,3160.0,-2526.0,-592.0,42,1368,28497,563,28648.0,-151,-1,1325,760,-149,-99,156,4,123,634.0,2.2130689751466073,8.864090956942835,20.256410256410255,5.534831386373677,High Quality,+,-,-,+--,Reinvestor
640,INDIGO,Mar 2020,6943.0,-4573.0,-2407.0,-37,1369,35756,1902,31687.0,4069,11,1531,3974,-275,-10,-248,-6,0,2370.0,7.479407959099945,12.789461908490882,-27.995967741935484,-0.4300063337925614,Accrual Risk,+,-,-,+--,Reinvestor
641,INDIGO,Mar 2021,-1620.0,3228.0,-1775.0,-168,1370,14641,2170,14638.0,2,0,1036,4699,-5830,0,-6171,-151,0,1608.0,10.985107255089494,22.047674339184482,0.2625182304326689,-0.6912992637382535,Accrual Risk,-,+,-,-+-,Mixed
642,INDIGO,Mar 2022,2064.0,1527.0,-3088.0,503,1371,25931,2386,25373.0,558,2,725,5068,-6171,0,-317,-160,0,3591.0,14.152839632680408,5.888704639234892,-6.511041009463723,-2.449444777264512,Accrual Risk,+,+,-,++-,Liquidating Assets
643,INDIGO,Mar 2023,12703.0,-4039.0,-8432.0,232,1372,54446,3168,47926.0,6521,12,1431,5101,-317,0,-317,-8,0,8664.0,18.077870049659893,7.418359475443559,-40.072555205047315,-10.812127093920719,Accrual Risk,+,-,-,+--,Reinvestor
644,INDIGO,Mar 2024,21183.0,-11759.0,-9979.0,-555,1373,68904,4805,52573.0,16331,24,2326,6406,8043,-2,8167,212,0,9424.0,17.92555113841706,17.065772669220944,2.5937308681278317,-14.344662971577202,Accrual Risk,+,-,-,+--,Reinvestor
645,INDUSINDBK,Mar 2013,-486.0,-174.0,1969.0,1309,697,6983,4750,1947.0,286,4,1363,73,1576,33,1061,20,15,-660.0,-33.89830508474576,2.491765716740656,-0.4580584354382658,-0.4580584354382658,Accrual Risk,-,-,+,--+,Growth Funded by Debt
646,INDUSINDBK,Mar 2014,-4106.0,-174.0,4200.0,-79,698,8254,5363,2555.0,335,4,1891,98,2128,34,1408,27,13,-4280.0,-167.51467710371818,2.1080688151199416,-2.9161931818181817,-1.6871258086282237,Accrual Risk,-,-,+,--+,Growth Funded by Debt
647,INDUSINDBK,Mar 2015,-1421.0,-276.0,5707.0,4010,699,9692,6272,3133.0,288,3,2548,127,2709,34,1794,34,12,-1697.0,-54.165336737950845,2.8477094510936856,-0.7920847268673356,-1.3887787813745944,Accrual Risk,-,-,+,--+,Growth Funded by Debt
648,INDUSINDBK,Mar 2016,-2927.0,-258.0,2517.0,-667,700,11872,7355,4188.0,329,3,3297,157,3469,34,2286,38,12,-3185.0,-76.05062082139446,2.1731805929919137,-1.2804024496937882,-1.3616846984543929,Accrual Risk,-,-,+,--+,Growth Funded by Debt
649,INDUSINDBK,Mar 2017,11569.0,-285.0,-2768.0,8516,701,14406,8343,5684.0,379,3,4171,191,4360,34,2868,48,13,11284.0,198.52216748768473,1.9783423573511039,4.033821478382148,-0.28258346308708476,Accrual Risk,+,-,-,+--,Reinvestor
650,INDUSINDBK,Mar 2018,-20700.0,-217.0,15505.0,-5412,702,17281,9783,6555.0,942,5,4750,212,5481,34,3606,60,12,-20917.0,-319.09992372234933,1.2557143683814593,-5.740432612312812,-1.3390582984619939,Accrual Risk,-,-,+,--+,Growth Funded by Debt
651,INDUSINDBK,Mar 2019,-6389.0,-633.0,8590.0,1568,703,22261,13415,9283.0,-437,-2,5647,229,4981,34,3301,55,14,-7022.0,-75.6436496822148,2.843538026144378,-1.9354740987579522,-1.1429144818499481,Accrual Risk,-,-,+,--+,Growth Funded by Debt
652,INDUSINDBK,Mar 2020,-12039.0,526.0,12733.0,1220,704,28783,16724,12611.0,-553,-2,6951,278,6121,28,4418,64,0,-11513.0,-91.2933153596067,1.827467602404197,-2.724988682661838,-1.5294952730088487,Accrual Risk,-,+,+,-++,Distress Signal
653,INDUSINDBK,Mar 2021,44646.0,-226.0,-4096.0,40324,705,29000,15472,15997.0,-2469,-9,6559,305,3784,25,2836,37,14,44420.0,277.6770644495843,0.7793103448275862,15.7425952045134,1.875104257832589,High Quality,+,-,-,+--,Reinvestor
654,INDUSINDBK,Mar 2022,16600.0,-351.0,-4302.0,11947,706,30822,15822,15840.0,-839,-3,7334,321,6174,25,4611,60,14,16249.0,102.5820707070707,1.138796963208098,3.600086749078291,1.788357311971818,High Quality,+,-,-,+--,Reinvestor
655,INDUSINDBK,Mar 2023,-12438.0,-441.0,1115.0,-11763,707,36368,18776,15525.0,2067,6,8166,373,9860,25,7390,95,15,-12879.0,-82.95652173913044,1.2126044874615045,-1.683085250338295,2.599826784366721,High Quality,-,-,+,--+,Growth Funded by Debt
656,INDUSINDBK,Mar 2024,-16843.0,-625.0,-2242.0,-19710,708,45748,25132,17638.0,2978,7,9388,425,11942,25,8950,115,14,-17468.0,-99.03617190157614,1.3661799422925593,-1.8818994413407821,2.610541715850155,High Quality,-,-,-,---,Pre-Revenue
657,INFY,Mar 2013,7373.0,-2922.0,-3210.0,1241,710,40352,28814,11538.0,29,2365,5,1099,12799,26,9429,21,25,4451.0,38.57687640838967,7.241276764472642,0.781949305334606,0.781949305334606,Moderate,+,-,-,+--,Reinvestor
658,INFY,Mar 2014,9825.0,-2563.0,-3144.0,4118,711,50133,36743,13390.0,27,2664,9,1317,14728,28,10656,23,34,7262.0,54.23450336071696,5.11240101330461,0.9220157657657657,0.8519825355501859,Moderate,+,-,-,+--,Reinvestor
659,INFY,Mar 2015,8353.0,999.0,-4935.0,4417,712,53319,38436,14883.0,28,3430,12,1017,17284,28,12372,27,55,9352.0,62.83679365719277,1.8736285376694986,0.6751535725832525,0.7930395478945415,Moderate,+,+,-,++-,Liquidating Assets
660,INFY,Mar 2016,10028.0,-885.0,-6813.0,2330,713,62441,45362,17079.0,27,3120,0,1459,18740,28,13489,29,41,9143.0,53.533579249370575,1.4173379670408865,0.7434205649047372,0.7806348021470904,Moderate,+,-,-,+--,Reinvestor
661,INFY,Mar 2017,11531.0,-14664.0,-6939.0,-10072,714,68484,49880,18604.0,27,3050,0,1703,19951,28,14353,31,41,-3133.0,-16.84046441625457,21.4123006833713,0.8033860516965095,0.7851850520569742,Moderate,+,-,-,+--,Reinvestor
662,INFY,Mar 2018,13218.0,4533.0,-20505.0,-2754,715,70522,51700,18822.0,27,3311,0,1863,20270,21,16029,37,59,17751.0,94.30985017532674,6.427781401548454,0.8246303574770728,0.7937212624854675,Moderate,+,+,-,++-,Liquidating Assets
663,INFY,Mar 2019,14841.0,-632.0,-14512.0,-303,716,82675,62505,20170.0,24,2882,0,2011,21041,27,15410,35,60,14209.0,70.44620723847298,0.764439068642274,0.9630759247242051,0.8019332942771555,Moderate,+,-,-,+--,Reinvestor
664,INFY,Mar 2020,17003.0,-331.0,-17591.0,-919,717,90791,68524,22267.0,25,2803,170,2893,22007,24,16639,39,45,16672.0,74.87313064175686,0.3645735810818253,1.0218763146823728,0.8712778426969795,Moderate,+,-,-,+--,Reinvestor
665,INFY,Mar 2021,23224.0,-7373.0,-9786.0,6065,718,100472,72583,27889.0,28,2201,195,3267,26628,27,19423,45,59,15851.0,56.83602854171895,7.338362926984633,1.195695824537919,0.9617328946236159,Moderate,+,-,-,+--,Reinvestor
666,INFY,Mar 2022,23885.0,-6485.0,-24642.0,-7242,719,121641,90150,31491.0,26,2295,200,3476,30110,26,22146,53,59,17400.0,55.25388206154139,5.331261663419406,1.0785243384809897,1.016760551980512,High Quality,+,-,-,+--,Reinvestor
667,INFY,Mar 2023,22467.0,-1071.0,-26695.0,-5299,720,146767,111637,35130.0,24,2701,284,4225,33322,28,24108,58,73,21396.0,60.90520922288643,0.7297280723868445,0.9319313091090095,1.038220742306899,High Quality,+,-,-,+--,Reinvestor
668,INFY,Mar 2024,25210.0,-5093.0,-17504.0,2613,721,153670,117245,36425.0,24,4711,470,4678,35988,27,26248,63,,20117.0,55.22855181880576,3.314244810307802,0.9604541298384639,1.037696383329751,High Quality,+,-,-,+--,Reinvestor
669,IOC,Mar 2013,9340.0,-9294.0,352.0,398,723,461780,447919,13861.0,3,3499,7164,5692,4504,19,3627,3,36,46.0,0.3318663877065147,2.0126467148858764,2.5751309622277363,2.5751309622277363,High Quality,+,-,+,+-+,Mixed
670,IOC,Mar 2014,24195.0,-18594.0,-3116.0,2485,724,488345,471123,17222.0,4,5064,5948,6360,9978,30,6967,5,30,5601.0,32.52235512716293,3.807554085738566,3.4728003444811253,3.0239656533544306,High Quality,+,-,-,+--,Reinvestor
671,IOC,Mar 2015,46092.0,-10215.0,-38283.0,-2406,725,449507,438932,10575.0,2,5860,4201,5219,7014,31,4872,3,33,35877.0,339.26241134751774,2.272489638648564,9.460591133004925,5.1695074799045955,High Quality,+,-,-,+--,Reinvestor
672,IOC,Mar 2016,25624.0,-13610.0,-11890.0,124,726,346045,324007,22038.0,6,5219,3487,5698,18072,31,12413,8,28,12014.0,54.51492875941556,3.9330144923348116,2.0642874405864817,4.393202470075067,High Quality,+,-,-,+--,Reinvestor
673,IOC,Mar 2017,28216.0,-17684.0,-10937.0,-405,727,355379,321230,34149.0,10,4356,3743,6806,27956,27,20385,14,45,10532.0,30.841313069196758,4.9760959426415186,1.3841550159430953,3.7913929792486725,High Quality,+,-,-,+--,Reinvestor
674,IOC,Mar 2018,29115.0,-17119.0,-12007.0,-11,728,421492,379834,41658.0,10,4331,3875,7664,34450,34,22626,15,90,11996.0,28.796389649047,4.061524299393582,1.286793953858393,3.533725577574804,High Quality,+,-,-,+--,Reinvestor
675,IOC,Mar 2019,12747.0,-22569.0,10436.0,614,729,528158,492896,35262.0,7,4097,4925,8506,25927,33,17274,12,49,-9822.0,-27.85434745618513,4.273153109486176,0.7379298367488711,2.9867514760283536,High Quality,+,-,+,+-+,Mixed
676,IOC,Mar 2020,7146.0,-29101.0,22456.0,502,730,483763,467710,16053.0,3,-7165,5792,10273,-7177,-74,-1876,-1,-437,-21955.0,-136.76571357378685,6.01554893615262,-3.8091684434968016,0.3327995607280079,Accrual Risk,+,-,+,+-+,Mixed
677,IOC,Mar 2021,49650.0,-22935.0,-27369.0,-653,731,363950,324021,39929.0,11,4696,2933,10941,30751,29,21762,15,51,26715.0,66.90625860903103,6.301689792553922,2.2814998621450235,0.37624204503971626,Accrual Risk,+,-,-,+--,Reinvestor
678,IOC,Mar 2022,25747.0,-21294.0,-4058.0,395,732,589321,541563,47758.0,8,4332,5454,12348,34289,25,25727,18,46,4453.0,9.324092298672474,3.61331091204963,1.00077739339993,0.29956652053108324,Accrual Risk,+,-,-,+--,Reinvestor
679,IOC,Mar 2023,29644.0,-28030.0,-1794.0,-180,733,841756,811073,30683.0,4,5124,7588,13181,15038,22,11704,7,42,1614.0,5.260241827722192,3.3299435941056554,2.5328092959671906,0.5487695889528428,Moderate,+,-,-,+--,Reinvestor
680,IOC,Mar 2024,71099.0,-31464.0,-39385.0,250,734,776352,700706,75646.0,10,5389,7881,15866,57288,25,43161,30,40,39635.0,52.39536789783994,4.052800791393595,1.6472973286068442,0.7306430873244374,Moderate,+,-,-,+--,Reinvestor
681,IRCTC,Mar 2015,69.0,-46.0,-17.0,6,736,1059,907,152.0,14,82,0,20,214,39,131,13,20,23.0,15.131578947368421,4.343720491029273,0.5267175572519084,0.5267175572519084,Moderate,+,-,-,+--,Reinvestor
682,IRCTC,Mar 2016,288.0,7.0,-31.0,263,737,1367,1176,190.0,14,139,0,21,309,39,189,19,40,295.0,155.26315789473685,0.5120702267739575,1.5238095238095237,1.025263540530716,High Quality,+,+,-,++-,Liquidating Assets
683,IRCTC,Mar 2017,338.0,94.0,-136.0,296,738,1520,1206,314.0,21,67,3,22,355,35,229,11,49,432.0,137.5796178343949,6.184210526315789,1.4759825327510918,1.1755032046041747,High Quality,+,+,-,++-,Liquidating Assets
684,IRCTC,Mar 2018,24.0,40.0,-57.0,7,739,1466,1192,274.0,19,99,3,24,346,36,221,11,21,64.0,23.357664233576642,2.728512960436562,0.1085972850678733,0.9087767247200993,Moderate,+,+,-,++-,Liquidating Assets
685,IRCTC,Mar 2019,499.0,-353.0,-179.0,-33,740,1870,1487,383.0,20,126,2,29,479,36,309,4,98,146.0,38.1201044386423,18.877005347593585,1.6148867313915858,1.0499987260543966,High Quality,+,-,-,+--,Reinvestor
686,IRCTC,Mar 2020,409.0,8.0,-280.0,137,741,2264,1562,703.0,31,77,10,40,730,30,513,6,39,417.0,59.31721194879089,0.35335689045936397,0.797270955165692,1.1041094056371534,High Quality,+,+,-,++-,Liquidating Assets
687,IRCTC,Mar 2021,248.0,-453.0,-47.0,-252,742,777,589,188.0,24,124,8,46,258,27,187,2,43,-205.0,-109.04255319148936,58.301158301158296,1.3262032085561497,1.0645881425864787,High Quality,+,-,-,+--,Reinvestor
688,IRCTC,Mar 2022,524.0,-242.0,-258.0,23,743,1879,1005,874.0,47,72,11,49,885,26,660,8,42,282.0,32.265446224256294,12.879191059073975,0.793939393939394,0.928179514824139,Moderate,+,-,-,+--,Reinvestor
689,IRCTC,Mar 2023,812.0,-317.0,-434.0,61,744,3541,2265,1276.0,36,148,16,54,1354,26,1006,13,44,495.0,38.793103448275865,8.952273369104773,0.8071570576540755,1.0678914693413795,High Quality,+,-,-,+--,Reinvestor
690,IRCTC,Mar 2024,882.0,-215.0,-404.0,262,745,4270,2804,1466.0,34,106,19,57,1496,26,1111,14,47,667.0,45.49795361527968,5.035128805620609,0.7938793879387939,0.9036900006508211,Moderate,+,-,-,+--,Reinvestor
691,IRFC,Mar 2016,-16378.0,2.0,17582.0,1206,750,7507,38,7468.0,99,1,5519,0,1950,56,849,188,40,-16376.0,-219.2822710230316,0.026641800985746637,-19.290930506478208,-19.290930506478208,Accrual Risk,-,+,+,-++,Distress Signal
692,IRFC,Mar 2017,-19455.0,2.0,18250.0,-1204,751,9047,26,9021.0,100,0,6888,0,2133,56,934,143,40,-19453.0,-215.64128145438423,0.02210677572676025,-20.829764453961456,-20.060347480219832,Accrual Risk,-,+,+,-++,Distress Signal
693,IRFC,Mar 2018,-28076.0,2.0,28075.0,0,752,9267,38,9229.0,100,1,6638,0,2592,21,2055,3,18,-28074.0,-304.19330371654564,0.021581957483543756,-13.662287104622871,-17.927660688354177,Accrual Risk,-,+,+,-++,Distress Signal
694,IRFC,Mar 2019,-41748.0,1.0,41749.0,3,753,11134,48,11085.0,100,0,8183,0,2902,22,2255,2,18,-41747.0,-376.60802886783944,0.008981498113885397,-18.51352549889135,-18.074126890988474,Accrual Risk,-,+,+,-++,Distress Signal
695,IRFC,Mar 2020,-62701.0,1.0,62697.0,-2,754,13421,66,13355.0,100,0,10163,0,3192,0,3192,3,0,-62700.0,-469.48708348932985,0.0074510096118024,-19.64317042606516,-18.38793559800381,Accrual Risk,-,+,+,-++,Distress Signal
696,IRFC,Mar 2021,-89907.0,0.0,90202.0,296,755,15771,113,15657.0,99,0,11237,4,4416,0,4416,3,31,-89907.0,-574.2287794596666,0.0,-20.359375,-18.60162449670817,Accrual Risk,-,+,+,-++,Distress Signal
697,IRFC,Mar 2022,-64412.0,-5.0,64266.0,-151,756,20299,123,20177.0,99,2,14075,14,6090,0,6090,5,30,-64417.0,-319.2595529563364,0.02463175525887975,-10.576683087027915,-16.55100822332146,Accrual Risk,-,-,+,--+,Growth Funded by Debt
698,IRFC,Mar 2023,-28588.0,0.0,28644.0,56,757,23722,134,23588.0,99,41,17447,14,6167,0,6167,5,32,-28588.0,-121.19721892487705,0.0,-4.635641316685585,-14.745679065734,Accrual Risk,-,+,+,-++,Distress Signal
699,IRFC,Mar 2024,7914.0,-8.0,-8046.0,-140,758,26645,133,26513.0,100,10,20101,9,6412,0,6412,5,31,7906.0,29.819333911665975,0.030024394820791892,1.2342482844666252,-10.796124309062407,Accrual Risk,+,-,-,+--,Reinvestor
700,ITC,Mar 2013,7102.0,-3881.0,-3310.0,-90,760,31618,20398,11221.0,35,852,108,859,11106,31,7704,6,55,3221.0,28.705106496747167,12.27465367828452,0.921858774662513,0.921858774662513,Moderate,+,-,-,+--,Reinvestor
701,ITC,Mar 2014,7344.0,-3254.0,-4122.0,-32,761,35306,22227,13080.0,37,966,29,965,13052,31,9001,7,54,4090.0,31.269113149847094,9.21656375686852,0.8159093434062882,0.8688840590344006,Moderate,+,-,-,+--,Reinvestor
702,ITC,Mar 2015,9843.0,-5275.0,-4661.0,-93,762,38817,24566,14252.0,37,1229,91,1028,14362,32,9779,8,52,4568.0,32.05164187482459,13.589406703248578,1.0065446364658963,0.9147709181782325,Moderate,+,-,-,+--,Reinvestor
703,ITC,Mar 2016,9799.0,-3921.0,-5613.0,266,763,39192,24661,14531.0,37,1483,78,1077,14859,36,9501,8,73,5878.0,40.451448627073155,10.004592774035517,1.0313651194611093,0.9439194684989517,Moderate,+,-,-,+--,Reinvestor
704,ITC,Mar 2017,10627.0,-3251.0,-7301.0,75,764,42768,27298,15470.0,36,1759,49,1153,16026,35,10477,8,56,7376.0,47.67937944408533,7.6014777403666285,1.0143170754987114,0.9579989898989038,Moderate,+,-,-,+--,Reinvestor
705,ITC,Mar 2018,13169.0,-7114.0,-6221.0,-166,765,43449,26928,16521.0,38,2240,115,1236,17409,34,11493,9,56,6055.0,36.65032383027661,16.37321917650579,1.1458278952405812,1.0027928140145173,High Quality,+,-,-,+--,Reinvestor
706,ITC,Mar 2019,12583.0,-5546.0,-6869.0,169,766,48340,29802,18537.0,38,2080,71,1397,19150,33,12836,10,56,7037.0,37.9619140098182,11.472900289615225,0.9802898099096292,1.0356689073151855,High Quality,+,-,-,+--,Reinvestor
707,ITC,Mar 2020,14690.0,-6174.0,-8181.0,334,767,49388,30044,19344.0,39,2417,81,1645,20035,22,15593,12,82,8516.0,44.02398676592225,12.50101239167409,0.942089399089335,1.0227778598398731,High Quality,+,-,-,+--,Reinvestor
708,ITC,Mar 2021,12527.0,5740.0,-18634.0,-367,768,49257,32193,17065.0,35,2577,58,1646,17938,25,13383,11,101,18267.0,107.04365660709054,11.653166047465335,0.9360382574908466,1.0037124874458208,High Quality,+,+,-,++-,Liquidating Assets
709,ITC,Mar 2022,15776.0,-2238.0,-13580.0,-43,769,60645,40021,20623.0,34,1910,60,1732,20740,25,15503,12,93,13538.0,65.64515346942734,3.6903289636408605,1.017609494936464,1.0043709713333713,High Quality,+,-,-,+--,Reinvestor
710,ITC,Mar 2023,18878.0,-5732.0,-13006.0,139,770,70919,45215,25704.0,36,2098,78,1809,25915,25,19477,15,100,13146.0,51.143790849673195,8.082460271577434,0.9692457770703907,0.9690545476993331,Moderate,+,-,-,+--,Reinvestor
711,ITC,Mar 2024,17179.0,1563.0,-18551.0,191,771,70866,44634,26233.0,37,2804,80,1816,27140,24,20751,16,84,18742.0,71.44436396904662,2.205571077808822,0.8278637174112091,0.9385693291996491,Moderate,+,+,-,++-,Liquidating Assets
712,JINDALSTEL,Mar 2013,3522.0,-9591.0,6111.0,43,773,19807,13701,6106.0,31,333,1067,1539,3833,24,2952,31,5,-6069.0,-99.3940386505077,48.422274953299336,1.193089430894309,1.193089430894309,High Quality,+,-,+,+-+,Mixed
713,JINDALSTEL,Mar 2014,4580.0,-12694.0,8879.0,766,774,19286,13487,5799.0,30,349,1807,1829,2512,25,1896,21,7,-8114.0,-139.920675978617,65.81976563310174,2.4156118143459917,1.8043506226201504,High Quality,+,-,+,+-+,Mixed
714,JINDALSTEL,Mar 2015,1182.0,-6717.0,5708.0,173,775,19401,13937,5464.0,28,-1399,2875,2733,-1543,-6,-1452,-14,0,-5535.0,-101.29941434846266,34.62192670480903,-0.8140495867768595,0.9315505528211472,Moderate,+,-,+,+-+,Mixed
715,JINDALSTEL,Mar 2016,4333.0,-2262.0,-2672.0,-601,776,19469,16032,3437.0,18,-79,3254,4068,-3964,-22,-3087,-32,0,2071.0,60.256037241780625,11.618470388823257,-1.4036281179138321,0.3477558851374023,Accrual Risk,+,-,-,+--,Reinvestor
716,JINDALSTEL,Mar 2017,6850.0,-1998.0,-5108.0,-256,777,21603,16894,4709.0,22,-362,3441,3949,-3043,-17,-2538,-25,0,4852.0,103.03673816096837,9.248715456186641,-2.6989755713159966,-0.2615904061532775,Accrual Risk,+,-,-,+--,Reinvestor
717,JINDALSTEL,Mar 2018,7724.0,-1431.0,-6276.0,17,778,33286,26817,6469.0,19,-584,3866,3883,-1864,-13,-1616,-15,0,6293.0,97.27933219972175,4.299104728714775,-4.77970297029703,-1.4561488863915453,Accrual Risk,+,-,-,+--,Reinvestor
718,JINDALSTEL,Mar 2019,9027.0,-832.0,-8261.0,-67,779,46966,38553,8412.0,18,-1470,4264,5480,-2802,-14,-2412,-17,0,8195.0,97.42035187826914,1.7714942724524123,-3.7425373134328357,-2.6877787119473107,Accrual Risk,+,-,-,+--,Reinvestor
719,JINDALSTEL,Mar 2020,8814.0,-1476.0,-7016.0,322,780,37923,31092,6831.0,18,74,3768,3429,-291,37,-400,-1,0,7338.0,107.42204655248133,3.892097144213275,-22.035,-6.931968794591938,Accrual Risk,+,-,-,+--,Reinvestor
720,JINDALSTEL,Mar 2021,11961.0,-1884.0,-4612.0,5465,781,34579,23646,10933.0,32,313,2753,2414,6078,30,4267,36,0,10077.0,92.17049300283546,5.4483935336475895,2.8031403796578394,-6.090615095077604,Accrual Risk,+,-,-,+--,Reinvestor
721,JINDALSTEL,Mar 2022,16048.0,-2331.0,-15120.0,-1403,782,51166,35650,15515.0,30,-1840,1888,2097,9690,30,6766,56,5,13717.0,88.41121495327103,4.555759684165266,2.371859296482412,-5.076448121517923,Accrual Risk,+,-,-,+--,Reinvestor
722,JINDALSTEL,Mar 2023,7347.0,-4090.0,-2500.0,757,783,53212,43270,9942.0,19,-539,1446,2691,5266,25,3974,31,6,3257.0,32.76000804667069,7.686236187326168,1.8487669854051334,-3.7507541303774907,Accrual Risk,+,-,-,+--,Reinvestor
723,JINDALSTEL,Mar 2024,6008.0,-8344.0,1381.0,-955,784,50354,40153,10202.0,20,156,1294,2822,6241,5,5943,58,3,-2336.0,-22.897471084101156,16.570679588513325,1.010937237085647,-2.800059220273794,Accrual Risk,+,-,+,+-+,Mixed
724,JIOFIN,Mar 2023,2055.0,-1110.0,-889.0,56,786,45,6,39.0,88,10,0,0,49,37,31,,0,945.0,2423.076923076923,2466.666666666667,66.29032258064517,66.29032258064517,High Quality,+,-,-,+--,Reinvestor
