id_x,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow,id_y,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,free_cash_flow,fcf_conversion_rate,capex_intensity,cfo_pat_ratio,cfo_pat_avg_5yr,cfo_quality,cfo_sign,cfi_sign,cff_sign,pattern,capital_allocation
61,ABB,Dec 2012,101.0,-59.0,-42.0,1,61,1653,1451,202.0,12,33,0,19,215,33,145,68,25,42.0,20.792079207920793,3.569267997580157,0.696551724137931,0.696551724137931,Moderate,+,-,-,+--,Reinvestor
62,ABB,Mar 2014,155.0,-144.0,-42.0,-31,62,2276,2009,267.0,12,49,0,22,295,33,198,93,25,11.0,4.119850187265917,6.32688927943761,0.7828282828282829,0.7396900034831069,Moderate,+,-,-,+--,Reinvestor
63,ABB,Mar 2015,215.0,-187.0,-58.0,-30,63,2289,1977,312.0,14,48,0,15,344,34,229,108,29,28.0,8.974358974358974,8.169506334643948,0.9388646288209607,0.8060815452623915,Moderate,+,-,-,+--,Reinvestor
64,ABB,Mar 2016,249.0,-77.0,-80.0,91,64,2614,2250,365.0,14,50,3,14,398,36,255,120,29,172.0,47.12328767123288,2.9456771231828616,0.9764705882352941,0.8486788060056172,Moderate,+,-,-,+--,Reinvestor
65,ABB,Mar 2017,307.0,-155.0,-90.0,62,65,2903,2505,398.0,14,57,2,16,436,37,277,130,31,152.0,38.19095477386934,5.339304168101963,1.108303249097473,0.9006036946239883,Moderate,+,-,-,+--,Reinvestor
66,ABB,Mar 2018,153.0,-215.0,-102.0,-165,66,3298,2774,525.0,16,117,4,16,621,35,401,189,29,-62.0,-11.80952380952381,6.519102486355368,0.38154613466334164,0.8376025767290705,Moderate,+,-,-,+--,Reinvestor
67,ABB,Mar 2019,499.0,-257.0,-143.0,99,67,3679,3074,605.0,16,113,2,17,699,36,450,212,31,242.0,40.0,6.985593911388964,1.1088888888888888,0.9028146979411916,Moderate,+,-,-,+--,Reinvestor
68,ABB,Mar 2020,626.0,-401.0,-217.0,8,68,4093,3336,757.0,18,114,9,60,803,26,593,279,90,225.0,29.722589167767506,9.79721475690203,1.0556492411467115,0.9261716204063418,Moderate,+,-,-,+--,Reinvestor
69,ABB,Mar 2021,727.0,-72.0,-582.0,73,69,4310,3388,922.0,21,81,18,58,926,25,691,325,85,655.0,71.04121475054231,1.6705336426914155,1.0520984081041969,0.9412971843801223,Moderate,+,-,-,+--,Reinvestor
70,ABB,Mar 2022,948.0,-396.0,-637.0,-86,70,4913,3832,1082.0,22,83,19,66,1080,26,799,376,73,552.0,51.01663585951941,8.0602483207816,1.1864831038798498,0.9569331553365977,Moderate,+,-,-,+--,Reinvestor
71,ABB,Mar 2023,893.0,-148.0,-639.0,107,71,5349,4143,1206.0,23,154,16,70,1274,25,949,447,73,745.0,61.77446102819238,2.766872312581791,0.9409905163329821,1.068822031670526,High Quality,+,-,-,+--,Reinvestor
72,ABB,Mar 2024,1213.0,-416.0,-745.0,52,72,5849,4396,1453.0,25,248,12,71,1618,26,1201,565,73,797.0,54.852030282174816,7.112326893486067,1.009991673605329,1.049042588613814,High Quality,+,-,-,+--,Reinvestor
73,ABB,Mar 2014,0.0,0.0,0.0,0,62,2276,2009,267.0,12,49,0,22,295,33,198,93,25,0.0,0.0,0.0,0.0,0.8379127403844715,Moderate,+,+,+,+++,Cash Accumulator
74,ABB,Mar 2015,-35.0,-1864.0,1902.0,3,63,2289,1977,312.0,14,48,0,15,344,34,229,108,29,-1899.0,-608.6538461538462,81.43294014853649,-0.15283842794759825,0.5969253731741125,Moderate,-,-,+,--+,Growth Funded by Debt
75,ABB,Mar 2016,1544.0,-816.0,-722.0,6,64,2614,2250,365.0,14,50,3,14,398,36,255,120,29,728.0,199.45205479452056,31.216526396327467,6.0549019607843135,1.5706091445550052,High Quality,+,-,-,+--,Reinvestor
76,ABB,Mar 2017,2189.0,-1730.0,-455.0,4,65,2903,2505,398.0,14,57,2,16,436,37,277,130,31,459.0,115.32663316582914,59.59352394075095,7.902527075812275,2.9629164564508637,High Quality,+,-,-,+--,Reinvestor
77,ABB,Mar 2018,2198.0,-3192.0,1589.0,596,66,3298,2774,525.0,16,117,4,16,621,35,401,189,29,-994.0,-189.33333333333334,96.78593086719223,5.4812967581047385,3.8571774733507453,High Quality,+,-,+,+-+,Mixed
78,ABB,Mar 2019,2591.0,-3050.0,38.0,-421,67,3679,3074,605.0,16,113,2,17,699,36,450,212,31,-459.0,-75.86776859504131,82.90296276162,5.757777777777778,5.008733028906301,High Quality,+,-,+,+-+,Mixed
79,ABB,Mar 2020,5437.0,-5643.0,1250.0,1045,68,4093,3336,757.0,18,114,9,60,803,26,593,279,90,-206.0,-27.212681638044916,137.86953334962132,9.168634064080944,6.87302752731201,High Quality,+,-,+,+-+,Mixed
80,ABB,Mar 2021,3784.0,-4009.0,-745.0,-969,69,4310,3388,922.0,21,81,18,58,926,25,691,325,85,-225.0,-24.40347071583514,93.01624129930394,5.476121562952243,6.757271447745595,High Quality,+,-,-,+--,Reinvestor
81,ABB,Mar 2022,4097.0,-3936.0,-235.0,-75,70,4913,3832,1082.0,22,83,19,66,1080,26,799,376,73,161.0,14.87985212569316,80.11398330958681,5.127659574468085,6.202297947476757,High Quality,+,-,-,+--,Reinvestor
82,ABB,Mar 2023,3777.0,-4699.0,923.0,2,71,5349,4143,1206.0,23,154,16,70,1274,25,949,447,73,-922.0,-76.45107794361525,87.84819592447187,3.9799789251844047,5.902034380892691,High Quality,+,-,+,+-+,Mixed
83,ABB,Mar 2024,6038.0,-4943.0,-543.0,551,72,5849,4396,1453.0,25,248,12,71,1618,26,1201,565,73,1095.0,75.36132140399174,84.51017267909045,5.027477102414655,5.755974245820066,High Quality,+,-,-,+--,Reinvestor
84,ADANIENSOL,Mar 2014,0.0,0.0,0.0,0,86,0,0,0.0,,0,0,0,0,0,0,0,,0.0,,,,,,+,+,+,+++,Cash Accumulator
85,ADANIENSOL,Mar 2015,-35.0,-1864.0,1902.0,3,87,131,29,101.0,78,3,73,37,-5,34,-7,0,0,-1899.0,-1880.19801980198,1422.9007633587787,5.0,5.0,High Quality,-,-,+,--+,Growth Funded by Debt
86,ADANIENSOL,Mar 2016,1544.0,-816.0,-722.0,6,88,2194,267,1927.0,88,70,957,560,480,23,368,3,0,728.0,37.77893098079917,37.192342752962624,4.195652173913044,4.5978260869565215,High Quality,+,-,-,+--,Reinvestor
87,ADANIENSOL,Mar 2017,2189.0,-1730.0,-455.0,4,89,2876,893,1983.0,69,22,904,569,532,22,416,4,0,459.0,23.14674735249622,60.15299026425591,5.262019230769231,4.819223801560758,High Quality,+,-,-,+--,Reinvestor
88,ADANIENSOL,Mar 2018,2198.0,-3192.0,1589.0,596,90,3944,1118,2826.0,72,111,886,579,1472,22,1143,10,0,-994.0,-35.17338995046001,80.93306288032454,1.9230096237970253,4.095170257119825,High Quality,+,-,+,+-+,Mixed
89,ADANIENSOL,Mar 2019,2591.0,-3050.0,38.0,-421,91,7305,4528,2778.0,38,336,1391,882,840,33,559,5,0,-459.0,-16.52267818574514,41.752224503764545,4.635062611806798,4.2031487280572195,High Quality,+,-,+,+-+,Mixed
90,ADANIENSOL,Mar 2020,5437.0,-5643.0,1250.0,1045,92,11416,7158,4258.0,37,261,2238,1174,1107,36,706,7,0,-206.0,-4.837952090183185,49.43062368605466,7.701133144475921,4.743375356952404,High Quality,+,-,+,+-+,Mixed
91,ADANIENSOL,Mar 2021,3784.0,-4009.0,-745.0,-969,93,9926,5976,3950.0,40,1115,2117,1329,1620,20,1290,11,0,-225.0,-5.69620253164557,40.38887769494258,2.933333333333333,4.490911588836462,High Quality,+,-,-,+--,Reinvestor
92,ADANIENSOL,Mar 2022,4097.0,-3936.0,-235.0,-75,94,11258,7051,4206.0,37,1286,2365,1427,1700,27,1236,11,0,161.0,3.8278649548264383,34.96180493871025,3.3147249190938513,4.101452726501386,High Quality,+,-,-,+--,Reinvestor
93,ADANIENSOL,Mar 2023,3777.0,-4699.0,923.0,2,95,13293,8775,4518.0,34,1583,2781,1608,1712,25,1281,11,0,-922.0,-20.407259849490924,35.34943203189649,2.9484777517564402,4.306546352093268,High Quality,+,-,+,+-+,Mixed
94,ADANIENSOL,Mar 2024,6038.0,-4943.0,-543.0,551,96,16607,10896,5711.0,30,611,2767,1776,1780,33,1196,10,0,1095.0,19.17352477674663,29.764557114469802,5.048494983277592,4.389232826387428,High Quality,+,-,-,+--,Reinvestor
95,ADANIENT,Mar 2013,7666.0,-14790.0,7199.0,75,98,46375,40354,6021.0,13,1775,3492,2298,2005,39,1218,15,10,-7124.0,-118.31921607706361,31.892183288409704,6.293924466338259,6.293924466338259,High Quality,+,-,+,+-+,Mixed
96,ADANIENT,Mar 2014,8228.0,-8007.0,-1109.0,-888,99,54947,45564,9383.0,17,1157,5703,3223,1614,-64,2646,20,7,221.0,2.3553234573164232,14.572224143265327,3.109599395313681,4.70176193082597,High Quality,+,-,-,+--,Reinvestor
97,ADANIENT,Mar 2015,8532.0,-11465.0,3445.0,512,100,64465,52015,12450.0,19,792,7056,3522,2663,14,2298,18,8,-2933.0,-23.55823293172691,17.784844489257736,3.7127937336814623,4.372105865111134,High Quality,+,-,+,+-+,Mixed
98,ADANIENT,Mar 2016,5112.0,-1825.0,-3448.0,-161,101,34008,32325,1684.0,5,1044,1357,314,1056,7,1000,9,4,3287.0,195.19002375296913,5.366384380145848,5.112,4.55707939883335,High Quality,+,-,-,+--,Reinvestor
99,ADANIENT,Mar 2017,774.0,-1460.0,716.0,30,102,36533,34631,1902.0,5,749,1257,315,1079,25,925,9,4,-686.0,-36.067297581493165,3.996386828346974,0.8367567567567568,3.813014870418032,High Quality,+,-,+,+-+,Mixed
100,ADANIENT,Mar 2018,2942.0,-7649.0,5120.0,413,103,35924,33886,2038.0,6,363,1250,664,487,23,594,7,6,-4707.0,-230.96172718351323,21.2921723638793,4.952861952861953,3.544802367722771,High Quality,+,-,+,+-+,Mixed
101,ADANIENT,Mar 2019,3236.0,2487.0,-6158.0,-436,104,40379,38409,1969.0,5,504,1625,390,459,32,506,7,6,5723.0,290.655154900965,6.159142128334035,6.395256916996048,4.201933872059245,High Quality,+,+,-,++-,Liquidating Assets
102,ADANIENT,Mar 2020,2454.0,-1082.0,-221.0,1151,105,43403,41108,2294.0,5,872,1572,472,1122,29,1040,10,10,1372.0,59.80819529206626,2.4929152362739906,2.3596153846153847,3.9312982022460288,High Quality,+,-,-,+--,Reinvestor
103,ADANIENT,Mar 2021,4043.0,-8611.0,3109.0,-1459,106,39537,37031,2506.0,6,494,1377,537,1086,31,1046,8,12,-4568.0,-182.28252194732642,21.77959885676708,3.8652007648183555,3.6819383552096996,High Quality,+,-,+,+-+,Mixed
104,ADANIENT,Mar 2022,1385.0,-17041.0,15901.0,246,107,69420,65707,3714.0,5,1012,2526,1248,952,50,788,7,14,-15656.0,-421.5401184706516,24.54768078363584,1.7576142131979695,3.8661098464979426,High Quality,+,-,+,+-+,Mixed
105,ADANIENT,Mar 2023,17626.0,-15459.0,-1198.0,970,108,127540,118722,8818.0,7,834,3969,2436,3247,32,2422,22,6,2167.0,24.574733499659786,12.120903246040458,7.277456647398844,4.33102878540532,High Quality,+,-,-,+--,Reinvestor
106,ADANIENT,Mar 2024,10312.0,-18767.0,8879.0,424,109,96421,85044,11377.0,12,1146,4555,3042,4926,33,3335,28,5,-8455.0,-74.31660367407929,19.463602327293845,3.0920539730134933,3.670388196608809,High Quality,+,-,+,+-+,Mixed
107,ADANIGREEN,Mar 2017,28.0,-1511.0,1559.0,76,111,502,98,403.0,80,80,334,333,-184,-75,-47,0,0,-1483.0,-367.99007444168734,300.996015936255,-0.5957446808510638,-0.5957446808510638,Accrual Risk,+,-,+,+-+,Mixed
108,ADANIGREEN,Mar 2018,649.0,-4428.0,3942.0,162,112,1480,637,843.0,57,42,552,543,-210,-35,-138,-1,0,-3779.0,-448.2799525504152,299.18918918918916,-4.702898550724638,-2.6493216157878505,Accrual Risk,+,-,+,+-+,Mixed
109,ADANIGREEN,Mar 2019,1625.0,-2666.0,1045.0,3,113,2058,532,1526.0,74,73,1121,1062,-585,-19,-475,-3,0,-1041.0,-68.2175622542595,129.54324586977648,-3.4210526315789473,-2.9065652877182164,Accrual Risk,+,-,+,+-+,Mixed
110,ADANIGREEN,Mar 2020,1965.0,-3743.0,2161.0,383,114,2549,1098,1450.0,57,-111,995,394,-50,23,-68,0,0,-1778.0,-122.62068965517241,146.8418987838368,-28.897058823529413,-9.404188671671015,Accrual Risk,+,-,+,+-+,Mixed
111,ADANIGREEN,Mar 2021,1601.0,-9137.0,7083.0,-453,115,3124,883,2241.0,72,391,1953,486,193,6,182,1,0,-7536.0,-336.27844712182065,292.4775928297055,8.796703296703297,-5.764010277996152,Accrual Risk,+,-,+,+-+,Mixed
112,ADANIGREEN,Mar 2022,3127.0,-18730.0,15986.0,383,116,5133,1621,3512.0,68,507,2617,849,553,12,489,3,0,-15603.0,-444.2767653758542,364.89382427430354,6.394683026584867,-4.365924736508967,Accrual Risk,+,-,+,+-+,Mixed
113,ADANIGREEN,Mar 2023,7265.0,-3857.0,-2973.0,435,117,7776,2806,4970.0,64,667,2911,1300,1426,32,973,6,0,3408.0,68.57142857142857,49.60133744855967,7.466598150051388,-1.932025396353761,Accrual Risk,+,-,-,+--,Reinvestor
114,ADANIGREEN,Mar 2024,7713.0,-21060.0,13953.0,606,118,9220,1902,7318.0,79,1262,5006,1903,1671,25,1260,7,0,-13347.0,-182.3858977862804,228.4164859002169,6.121428571428571,-0.023529155752257936,Accrual Risk,+,-,+,+-+,Mixed
115,ADANIPORTS,Mar 2013,1379.0,-5136.0,4138.0,381,120,3577,1195,2382.0,67,344,542,422,1762,7,1639,8,12,-3757.0,-157.7246011754828,143.58400894604418,0.8413666870042709,0.8413666870042709,Moderate,+,-,+,+-+,Mixed
115,ADANIPORTS,Mar 2013,1379.0,-5136.0,4138.0,381,133,3577,1195,2382.0,67,344,542,422,1762,7,1639,8,12,-3757.0,-157.7246011754828,143.58400894604418,0.8413666870042709,0.8413666870042709,Moderate,+,-,+,+-+,Mixed
116,ADANIPORTS,Mar 2014,1132.0,-2510.0,772.0,-606,121,4830,1910,2919.0,60,685,977,649,1978,12,1741,8,12,-1378.0,-47.20794792737239,51.96687370600414,0.6502010338885698,0.7776448026323705,Moderate,+,-,+,+-+,Mixed
116,ADANIPORTS,Mar 2014,1132.0,-2510.0,772.0,-606,134,4830,1910,2919.0,60,685,977,649,1978,12,1741,8,12,-1378.0,-47.20794792737239,51.96687370600414,0.6502010338885698,0.7457838604464203,Moderate,+,-,+,+-+,Mixed
117,ADANIPORTS,Mar 2015,3057.0,-2485.0,-237.0,335,122,6152,2250,3902.0,63,686,1175,912,2501,7,2324,11,10,572.0,14.659149154279858,40.39336801040312,1.3154044750430292,0.8597079833657422,Moderate,+,-,-,+--,Reinvestor
117,ADANIPORTS,Mar 2015,3057.0,-2485.0,-237.0,335,135,6152,2250,3902.0,63,686,1175,912,2501,7,2324,11,10,572.0,14.659149154279858,40.39336801040312,1.3154044750430292,0.9545155409734937,Moderate,+,-,-,+--,Reinvestor
118,ADANIPORTS,Mar 2016,2381.0,-4153.0,2170.0,398,123,7109,2532,4577.0,64,730,1124,1063,3119,9,2856,14,8,-1772.0,-38.71531570897968,58.418905612603744,0.8336834733893558,0.9529788982505106,Moderate,+,-,+,+-+,Mixed
118,ADANIPORTS,Mar 2016,2381.0,-4153.0,2170.0,398,136,7109,2532,4577.0,64,730,1124,1063,3119,9,2856,14,8,-1772.0,-38.71531570897968,58.418905612603744,0.8336834733893558,0.989675386150668,Moderate,+,-,+,+-+,Mixed
119,ADANIPORTS,Mar 2017,4063.0,-2629.0,-1325.0,109,124,8439,3021,5418.0,64,1037,1116,1160,4179,7,3902,19,7,1434.0,26.46733111849391,31.152980210925463,1.0412608918503332,1.0678873577430206,High Quality,+,-,-,+--,Reinvestor
119,ADANIPORTS,Mar 2017,4063.0,-2629.0,-1325.0,109,137,8439,3021,5418.0,64,1037,1116,1160,4179,7,3902,19,7,1434.0,26.46733111849391,31.152980210925463,1.0412608918503332,1.0130586411044815,High Quality,+,-,-,+--,Reinvestor
120,ADANIPORTS,Mar 2018,5608.0,-3846.0,-1889.0,-127,125,11323,4166,7157.0,63,844,1579,1188,5234,30,3690,18,11,1762.0,24.6192538773229,33.966263357767374,1.5197831978319782,1.0539343856622714,High Quality,+,-,-,+--,Reinvestor
120,ADANIPORTS,Mar 2018,5608.0,-3846.0,-1889.0,-127,138,11323,4166,7157.0,63,844,1579,1188,5234,30,3690,18,11,1762.0,24.6192538773229,33.966263357767374,1.5197831978319782,1.1911543305507957,High Quality,+,-,-,+--,Reinvestor
121,ADANIPORTS,Mar 2019,6029.0,-4368.0,2313.0,3975,126,10925,4330,6596.0,60,1289,1385,1373,5126,21,4045,19,1,1661.0,25.181928441479684,39.98169336384439,1.4904820766378244,1.3225140512004896,High Quality,+,-,+,+-+,Mixed
121,ADANIPORTS,Mar 2019,6029.0,-4368.0,2313.0,3975,139,10925,4330,6596.0,60,1289,1385,1373,5126,21,4045,19,1,1661.0,25.181928441479684,39.98169336384439,1.4904820766378244,1.4123582881579877,High Quality,+,-,+,+-+,Mixed
122,ADANIPORTS,Mar 2020,7402.0,-749.0,-4256.0,2397,127,11873,5926,5947.0,50,1928,1951,1680,4244,11,3785,19,17,6653.0,111.87153186480579,6.308430893624189,1.9556142668428005,1.595228963156481,High Quality,+,-,-,+--,Reinvestor
122,ADANIPORTS,Mar 2020,7402.0,-749.0,-4256.0,2397,140,11873,5926,5947.0,50,1928,1951,1680,4244,11,3785,19,17,6653.0,111.87153186480579,6.308430893624189,1.9556142668428005,1.6823951769586454,High Quality,+,-,-,+--,Reinvestor
123,ADANIPORTS,Mar 2021,7556.0,-14064.0,3514.0,-2994,128,12550,3862,8688.0,69,1967,2255,2107,6292,20,5049,25,20,-6508.0,-74.90791896869244,112.06374501992032,1.4965339671222024,1.6777453308166905,High Quality,+,-,+,+-+,Mixed
123,ADANIPORTS,Mar 2021,7556.0,-14064.0,3514.0,-2994,141,12550,3862,8688.0,69,1967,2255,2107,6292,20,5049,25,20,-6508.0,-74.90791896869244,112.06374501992032,1.4965339671222024,1.6789557089135658,High Quality,+,-,+,+-+,Mixed
124,ADANIPORTS,Mar 2022,10420.0,-5493.0,-586.0,4341,129,17119,7591,9528.0,56,1832,2544,3099,5717,13,4953,23,22,4927.0,51.710747271200674,32.087154623517726,2.103775489602261,1.8016143915064533,High Quality,+,-,-,+--,Reinvestor
124,ADANIPORTS,Mar 2022,10420.0,-5493.0,-586.0,4341,142,17119,7591,9528.0,56,1832,2544,3099,5717,13,4953,23,22,4927.0,51.710747271200674,32.087154623517726,2.103775489602261,1.8312466360583457,High Quality,+,-,-,+--,Reinvestor
125,ADANIPORTS,Mar 2023,11900.0,-16716.0,-2734.0,-7550,130,20852,9905,10947.0,52,327,2363,3425,5487,2,5391,25,20,-4816.0,-43.99378825248927,80.1649721849223,2.2073826748284175,1.8816003176554688,High Quality,+,-,-,+--,Reinvestor
125,ADANIPORTS,Mar 2023,11900.0,-16716.0,-2734.0,-7550,143,20852,9905,10947.0,52,327,2363,3425,5487,2,5391,25,20,-4816.0,-43.99378825248927,80.1649721849223,2.2073826748284175,2.023770059196712,High Quality,+,-,-,+--,Reinvestor
126,ADANIPORTS,Mar 2024,15018.0,-6768.0,-7800.0,450,131,26711,11121,15589.0,58,671,2733,3888,9639,16,8104,38,16,8250.0,52.92193213163128,25.337875781513237,1.8531589338598222,2.095095052544236,High Quality,+,-,-,+--,Reinvestor
126,ADANIPORTS,Mar 2024,15018.0,-6768.0,-7800.0,450,144,26711,11121,15589.0,58,671,2733,3888,9639,16,8104,38,16,8250.0,52.92193213163128,25.337875781513237,1.8531589338598222,2.0449717413957478,High Quality,+,-,-,+--,Reinvestor
127,ADANIPOWER,Mar 2013,3001.0,-4064.0,861.0,-203,146,6692,5732,960.0,14,215,1703,1290,-1818,26,-2295,-10,0,-1063.0,-110.72916666666666,60.72922893006575,-1.3076252723311548,-1.3076252723311548,Accrual Risk,+,-,+,+-+,Mixed
128,ADANIPOWER,Mar 2014,3238.0,-4700.0,1631.0,169,147,15328,10735,4593.0,30,137,4162,1937,-1370,-79,-291,-1,0,-1462.0,-31.83104724580884,30.66283924843424,-11.127147766323024,-6.217386519327089,Accrual Risk,+,-,+,+-+,Mixed
129,ADANIPOWER,Mar 2015,5824.0,-4737.0,-1144.0,-58,148,18683,14005,4678.0,25,1188,4864,1818,-816,0,-816,-3,0,1087.0,23.236425823001284,25.354600438901677,-7.137254901960785,-6.524009313538321,Accrual Risk,+,-,-,+--,Reinvestor
130,ADANIPOWER,Mar 2016,5257.0,-2692.0,-2713.0,-148,149,25377,16575,8802.0,35,-201,5560,2666,375,-47,551,2,0,2565.0,29.141104294478527,10.60803089411672,9.540834845735027,-2.5077982737199838,Accrual Risk,+,-,-,+--,Reinvestor
131,ADANIPOWER,Mar 2017,4725.0,-1212.0,-3539.0,-26,150,22616,16635,5980.0,26,-3666,5902,2672,-6260,-1,-6174,-16,0,3513.0,58.745819397993316,5.359037849310223,-0.7653061224489796,-2.159299843465783,Accrual Risk,+,-,-,+--,Reinvestor
132,ADANIPOWER,Mar 2018,5101.0,-520.0,-4600.0,-19,151,20304,14868,5436.0,27,754,5570,2699,-2079,0,-2103,-5,0,4581.0,84.27152317880795,2.56107171000788,-2.425582501188778,-2.3828912892373078,Accrual Risk,+,-,-,+--,Reinvestor
133,ADANIPOWER,Mar 2019,5610.0,-984.0,-4663.0,-37,152,23884,18901,4983.0,21,2448,5657,2751,-976,1,-984,-3,0,4626.0,92.83564118001205,4.119912912409982,-5.701219512195122,-1.2977056384117271,Accrual Risk,+,-,-,+--,Reinvestor
134,ADANIPOWER,Mar 2020,5598.0,-2304.0,-2377.0,917,153,26468,20734,5734.0,22,323,5315,3006,-2265,0,-2275,-6,0,3294.0,57.446808510638306,8.704851141000454,-2.4606593406593404,-0.3623865261514384,Accrual Risk,+,-,-,+--,Reinvestor
135,ADANIPOWER,Mar 2021,7014.0,-2188.0,-5655.0,-828,154,26221,17533,8688.0,33,1909,5106,3202,2289,45,1270,3,0,4826.0,55.547882136279924,8.344456733152816,5.522834645669291,-1.1659865661645854,Accrual Risk,+,-,-,+--,Reinvestor
136,ADANIPOWER,Mar 2022,10233.0,774.0,-10338.0,669,155,27711,17830,9881.0,36,3908,4095,3118,6577,25,4912,13,0,11007.0,111.39560773201094,2.793114647612861,2.0832654723127035,-0.5962722472122488,Accrual Risk,+,+,-,++-,Liquidating Assets
137,ADANIPOWER,Mar 2023,8431.0,1545.0,-10408.0,-433,156,38773,28677,10096.0,26,4216,3334,3304,7675,-40,10727,28,0,9976.0,98.81141045958796,3.984731643153741,0.7859606600167801,0.0460363850288628,Accrual Risk,+,+,-,++-,Liquidating Assets
138,ADANIPOWER,Mar 2024,14170.0,3481.0,-16864.0,787,157,50351,32124,18228.0,36,9883,3388,3931,20792,0,20829,54,0,17651.0,96.83454026771999,6.9134674584417395,0.6803015027125642,1.3223405880104,High Quality,+,+,-,++-,Liquidating Assets
139,AMBUJACEM,Dec 2012,1860.0,-388.0,-509.0,962,159,9749,7276,2473.0,25,69,78,569,1896,32,1292,8,43,1472.0,59.522846744844315,3.979895373884501,1.4396284829721362,1.4396284829721362,High Quality,+,-,-,+--,Reinvestor
140,AMBUJACEM,Dec 2013,1267.0,-496.0,-672.0,99,160,9161,7492,1669.0,18,390,67,494,1498,15,1278,8,44,771.0,46.19532654284003,5.414256085580177,0.9913928012519562,1.2155106421120463,High Quality,+,-,-,+--,Reinvestor
141,AMBUJACEM,Dec 2014,1675.0,-456.0,-721.0,498,161,9955,8022,1934.0,19,419,66,513,1774,16,1487,10,46,1219.0,63.02998965873836,4.580612757408337,1.1264290517821116,1.1858167786687346,High Quality,+,-,-,+--,Reinvestor
142,AMBUJACEM,Dec 2015,1557.0,-83.0,-900.0,574,162,9437,7895,1542.0,16,353,92,630,1173,31,808,5,54,1474.0,95.59014267185474,0.8795167955918195,1.926980198019802,1.3711076335065016,High Quality,+,-,-,+--,Reinvestor
143,AMBUJACEM,Dec 2016,2810.0,-4165.0,-958.0,-2312,163,20094,16913,3181.0,16,441,153,1461,2008,29,1434,6,50,-1355.0,-42.59666771455517,20.727580372250422,1.9595536959553697,1.488796845996275,High Quality,+,-,-,+--,Reinvestor
144,AMBUJACEM,Dec 2017,3416.0,-738.0,-1015.0,1663,164,23609,19751,3858.0,16,335,206,1219,2768,30,1945,8,47,2678.0,69.4142042509072,3.125926553433013,1.7562982005141388,1.5521307895046756,High Quality,+,-,-,+--,Reinvestor
145,AMBUJACEM,Dec 2018,1703.0,-765.0,-719.0,220,165,26041,22030,4011.0,15,232,170,1154,2919,-2,2973,11,14,938.0,23.38568935427574,2.9376752044852346,0.5728220652539522,1.4684166423050748,High Quality,+,-,-,+--,Reinvestor
146,AMBUJACEM,Dec 2019,4739.0,-1191.0,-629.0,2919,166,27104,22507,4597.0,17,601,170,1153,3875,28,2783,11,14,3548.0,77.18077006743529,4.394185360094451,1.7028386633129715,1.583698564611247,High Quality,+,-,-,+--,Reinvestor
147,AMBUJACEM,Dec 2020,4832.0,-1317.0,-3956.0,-441,167,24516,19511,5006.0,20,288,140,1162,3992,22,3107,12,151,3515.0,70.2157411106672,5.3720019579050415,1.5551979401351785,1.509342113034322,High Quality,+,-,-,+--,Reinvestor
148,AMBUJACEM,Dec 2021,5309.0,-2007.0,-516.0,2786,168,28965,22755,6210.0,21,252,146,1152,5164,28,3711,14,45,3302.0,53.17230273752013,6.929052304505437,1.4306116949609269,1.4035537128354334,High Quality,+,-,-,+--,Reinvestor
150,AMBUJACEM,Mar 2024,5646.0,-8941.0,5689.0,2394,170,33160,26760,6400.0,19,1401,276,1623,5901,20,4738,16,12,-3295.0,-51.48437500000001,26.963208685162847,1.1916420430561419,1.2906224813438343,High Quality,+,-,+,+-+,Mixed
151,APOLLOHOSP,Mar 2013,443.0,-733.0,373.0,83,172,3769,3157,612.0,16,33,103,142,399,26,303,22,25,-290.0,-47.385620915032675,19.44812947731494,1.462046204620462,1.462046204620462,High Quality,+,-,+,+-+,Mixed
152,APOLLOHOSP,Mar 2014,373.0,-356.0,-63.0,-46,173,4357,3681,676.0,16,18,119,168,407,25,315,23,25,17.0,2.514792899408284,8.170759697039246,1.1841269841269841,1.3230865943737231,High Quality,+,-,-,+--,Reinvestor
153,APOLLOHOSP,Mar 2015,470.0,-759.0,392.0,103,174,5129,4392,737.0,14,47,118,212,455,29,335,24,24,-289.0,-39.21302578018996,14.798206278026907,1.4029850746268657,1.3497194211247707,High Quality,+,-,+,+-+,Mixed
154,APOLLOHOSP,Mar 2016,597.0,-888.0,330.0,39,175,6150,5465,684.0,11,92,180,264,332,29,235,17,35,-291.0,-42.54385964912281,14.439024390243901,2.5404255319148934,1.6473959488223013,High Quality,+,-,+,+-+,Mixed
155,APOLLOHOSP,Mar 2017,623.0,-1152.0,477.0,-52,176,7256,6522,734.0,10,60,257,314,222,41,131,16,38,-529.0,-72.0708446866485,15.87651598676957,4.755725190839694,2.26906179722578,High Quality,+,-,+,+-+,Mixed
156,APOLLOHOSP,Mar 2018,537.0,-405.0,-108.0,24,177,8243,7442,801.0,10,24,295,359,171,65,60,8,59,132.0,16.479400749063668,4.91325973553318,8.95,3.7666525563016875,High Quality,+,-,-,+--,Reinvestor
