company_id,year,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,dividend_payout_ratio,return_on_equity_pct_score,interest_coverage_score,asset_turnover_score,dividend_payout_ratio_score,debt_to_equity_score,overall_score,company_rank
HAL,Mar 2018,1528.4615384615386,0.023076923076923,98.85714285714286,111.56024096385542,2.7176648213387016,13.817384881517139,50.51451206981281,31.517616701730315,28.481150203596094,99.99306152995263,44.8647450773218,28.0
BAJAJ-AUTO,Mar 2013,38.84686918784873,0.0143831370117792,3656.0,1.5840056953013764,1.3405681455473986,5.969258211696491,87.59512144271865,0.44750785697963474,28.444636276586476,99.99567546483512,44.49043985056328,29.0
BAJAJ-AUTO,Mar 2013,38.84686918784873,0.0143831370117792,3656.0,1.5840056953013764,1.3405681455473986,5.969258211696491,87.59512144271865,0.44750785697963474,28.444636276586476,99.99567546483512,44.49043985056328,29.0
BAJFINANCE,Mar 2021,11.97247954927136,3.5655777669429547,3613.0,0.1555549075640053,0.3167420814479638,5.827668833981442,87.14687793182529,0.04394683903796738,28.41748937337172,98.92794830337533,44.07278625631835,30.0
INDIGO,Mar 2018,2242.0,0.54,21.109820485744457,82.51254480286738,0.4460303300624442,17.576706231832,49.70405316882878,23.311161196072497,28.420917470872865,99.8376398008916,43.77009557369955,31.0
INDIGO,Mar 2016,1534.775888717156,0.061823802163833,25.19611650485437,82.34693877551021,1.3595166163141994,13.85065242490664,49.746649812413786,23.264374749139037,28.445138698159845,99.98141162068713,43.057645461061284,32.0
INDIGO,Mar 2017,1692.857142857143,0.5306122448979592,20.73764258555133,75.52845528455285,4.460518384569018,14.683513252747199,49.70017348676692,21.338040176011887,28.52736222989387,99.84046238938707,42.817910306961394,33.0
BAJFINANCE,Mar 2024,18.841921351830603,3.824788776468134,2683.1666666666665,0.1463025160881668,0.1037990450487855,5.863860911388771,77.45404635324368,0.04133288512759249,28.4118431564975,98.85001209760202,42.12421908077191,34.0
INFY,Mar 2013,24.81707638048113,0.0,2307.6,0.8720043219881145,0.2651394633577261,5.895341383824995,73.5390388825185,0.24635567066924893,28.416121122134474,100.0,41.61937141182945,35.0
INDIGO,Mar 2019,120.93023255813952,0.6821705426356589,21.6211320754717,76.39946380697052,78.84615384615384,6.401719469297465,49.709383217715754,21.584114516801407,30.499708624708617,99.79489380531813,41.59796392676827,36.0
INDIGO,Mar 2020,-138.54748603351956,0.4189944134078212,20.696930111038537,84.72985781990522,-0.0,5.034645120804148,49.69974908903407,23.937588865777855,28.4090909090909,99.87402219187742,41.391019235316875,37.0
INDIGO,Mar 2024,892.568306010929,0.0185792349726775,22.60232158211522,56.38625204582652,0.0,10.467142204874188,49.71961139979271,15.930050561680858,28.4090909090909,99.99441383650102,40.904061782387934,38.0
